formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H15N3O3	[M + Na]+	C10H15N3NaO3+	1.000	1.000	65.645	62.591	3.053	26	0.769	3.836	3.836	1.282		248.101	87	1.445	836967722908499955	836967468108712743	836967468108712742	441	
1	C23H23N3O8	[M + H3N + H]+	C23H27N4O8+	0.983	0.212	73.785	71.044	2.741	49	0.541	0.932	1.092	2.401		487.184	87	1.449	836967763349981154	836967468180015919	836967468180015918	443	
1	C5H15N5O2	[M + Na]+	C5H15N5NaO2+	0.725	0.746	15.700	15.700	0.000	2	0.004	-3.887	3.887	-3.400		200.111	87	1.449	836967732626703046	836967468247124791	836967468247124790	445	
1	C15H30N4O6	[M - H2O + H]+	C15H29N4O5+	1.000	0.333	111.928	108.965	2.963	37	0.918	1.708	2.004	-52171.941		345.213	87	1.449	836967739069154259	836967468322622271	836967468322622270	447	
1	C15H24N2O6	[M + H3N + H]+	C15H28N3O6+	1.000	0.333	70.314	70.314	0.000	24	0.732	0.421	0.516	0.095		346.197	87	1.449	836967699298760911	836967468037409567	836967468037409566	439	
1	C10H14N2O4	[M - H2O + H]+	C10H13N2O3+	0.999	0.333	42.452	42.452	0.000	8	0.217	0.599	0.599	-86136.012		209.092	87	1.451	836967702566124077	836967468142267179	836967468142267178	442	
1	C10H20N2O3	[M + Na]+	C10H20N2NaO3+	0.911	1.000	55.392	52.734	2.658	21	0.790	5.339	5.659	0.238		239.137	87	1.453	836967858254501819	836967468289067835	836967468284873530	446	
1	C14H23NO4Si	[M - H2O + H]+	C14H22NO3Si+	0.519	0.020	57.402	57.402	0.000	11	0.695	5.078	5.078	-64288.212		280.137	87	1.455	836967689970628200	836967468469422927	836967468469422926	452	
1	C14H20N2O5	[M - H2O + H]+	C14H19N2O4+	1.000	0.323	63.285	57.494	5.791	10	0.954	0.926	2.976	-64522.882		279.134	88	1.459	836967685000377755	836967468398119751	836967468398119750	450	
1	C19H34N6O10	[M - H2O + H]+	C19H33N6O9+	1.000	0.322	162.102	158.432	3.671	48	0.957	-0.374	1.289	-36813.640		489.231	88	1.461	836967844081948120	836967468507171667	836967468507171666	453	
1	C22H41N5O6	[M - H2O + H]+	C22H40N5O5+	1.000	0.333	92.948	89.664	3.284	39	0.928	0.183	0.641	-39643.951		454.303	88	1.463	836967699130988729	836967468435868491	836967468431674186	451	
1	C10H6O	[M + H3N + H]+	C10H10NO+	0.773	0.333	89.557	86.170	3.387	18	0.684	0.706	0.900	0.747		160.076	88	1.472	836967700657715493	836967468582669147	836967468578474842	455	
1	C12H25N3O7	[M - H2O + H]+	C12H24N3O6+	0.880	0.333	149.859	147.026	2.833	42	0.931	0.215	1.160	-58826.087		306.166	89	1.479	836967698522814624	836967468653972323	836967468653972322	457	
1	C13H22F2N2O3	[M - H2O + H]+	C13H21F2N2O2+	0.999	0.333	73.397	73.397	0.000	30	0.701	0.377	1.890	-65460.735		275.155	89	1.488	836968128619345324	836967468691721063	836967468691721062	458	
1	C13H25N3O8	[M - H2O + H]+	C13H24N3O7+	1.000	0.333	197.925	194.513	3.412	50	0.961	-0.098	0.872	-53897.717		334.161	89	1.488	836967715019013643	836967468729469803	836967468729469802	459	
1	C13H25N3O7	[M - H2O + H]+	C13H24N3O6+	1.000	0.333	137.032	134.938	2.093	42	0.958	-0.407	1.582	-56607.526		318.166	89	1.491	836967700829681980	836967468767218543	836967468763024238	460	
1	C18H30N4O10S	[M - H2O + H]+	C18H29N4O9S+	1.000	0.333	125.272	125.272	0.000	38	0.931	-0.816	2.138	-37744.325		477.165	90	1.494	836967769498831135	836967468800772979	836967468800772978	461	
1	C18H32N3O7	[M - H2O + H]+	C18H31N3O6+	0.867	0.000	70.901	68.821	2.081	38	0.822	0.552	2.456	-46756.971		385.220	90	1.506	836967694202681189	836967468909824895	836967468909824894	464	
1	C11H23N3O6	[M - H2O + H]+	C11H22N3O5+	1.000	0.333	179.233	176.191	3.042	46	0.966	0.886	1.015	-65217.935		276.156	90	1.506	836967701509159296	836967468943379331	836967468943379330	465	
1	C13H20N2O5	[M - H2O + H]+	C13H19N2O4+	1.000	0.333	54.708	51.163	3.546	17	0.931	4.411	4.411	-67420.933		267.134	91	1.508	836967778747271993	836967468544920407	836967468540726102	454	
1	C10H26N4O7	[M + H]+	C10H27N4O7+	1.000	0.500	100.168	100.168	0.000	35	0.850	-0.060	0.877	-8.965		315.185	91	1.509	836967865124772030	836967468981128071	836967468981128070	466	
1	C12H9NO5	[M + H3N + H]+	C12H13N2O5+	0.993	0.333	76.010	74.983	1.028	26	0.683	0.130	2.545	-8.744		265.080	91	1.516	836967719993458456	836967469023071115	836967469023071114	467	
1	C16H30N4O5	[M - H2O + H]+	C16H29N4O4+	1.000	0.333	88.571	83.412	5.159	31	0.890	0.898	0.898	-52782.437		341.219	91	1.517	836967693154105140	836967469098568595	836967469098568594	469	
1	C10H24N4O5	[M - H2O + H]+	C10H23N4O4+	0.564	0.333	85.964	85.964	0.000	29	0.784	2.145	2.145	-68427.754		263.174	91	1.519	836967697260328995	836967469136317335	836967469132123030	470	
1	C16H30N4O8	[M - H2O + H]+	C16H29N4O7+	1.000	0.333	159.424	156.372	3.051	43	0.921	0.262	0.667	-46276.074		389.203	91	1.520	836967722631675858	836967469429918647	836967469429918646	478	
1	C32H35N3O8S	[M - H2O + H]+	C32H34N3O7S+	0.803	0.274	172.590	172.590	0.000	55	0.988	-0.639	1.103	-29810.042		604.210	91	1.520	836969171419800974	836967469207620511	836967469207620510	472	
1	C34H46N8O10	[M - H2O + H]+	C34H45N8O9+	0.582	0.329	48.067	48.067	0.000	20	0.752	0.956	1.104	-25393.131		709.329	91	1.521	836967880987630208	836967469840960483	836967469840960482	490	
1	C25H46N6O7	[M - H2O + H]+	C25H45N6O6+	1.000	0.333	77.587	71.286	6.301	23	0.898	0.285	0.739	-34282.426		525.340	91	1.521	836967774846568982	836967469245369251	836967469245369250	473	
1	C5H3NO2	[M + H3N + H]+	C5H7N2O2+	0.882	0.333	56.217	56.217	0.000	7	0.066	6.774	6.774	1.189		127.050	91	1.523	836967752675477030	836967469060819855	836967469060819854	468	
1	C18H33N5O8	[M - H2O + H]+	C18H32N5O7+	1.000	0.333	83.092	77.158	5.934	31	0.954	-0.314	0.436	-41861.891		430.230	91	1.523	836967704721996436	836967469358615471	836967469354421166	476	
1	C6H15NO3	[M + K]+	C6H15KNO3+	0.997	0.907	18.907	16.607	2.300	3	0.403	6.804	6.804	-0.167		188.068	91	1.524	836967706018036499	836967469320866731	836967469316672426	475	
1	C8H18N2O2	[M - H2O + H]+	C8H17N2O+	0.981	0.333	16.821	16.821	0.000	2	0.837	2.326	2.326	-114618.165		157.134	91	1.524	836967720073150257	836967469169871771	836967469169871770	471	
1	C9H10O3	[M - H2O + H]+	C9H9O2+	1.000	0.500	95.741	95.187	0.555	11	0.979	4.335	4.335	-120826.698		149.060	91	1.525	836967881545472656	836967469392169907	836967469392169906	477	
1	C9H8O2	[M - H2O + H]+	C9H7O+	0.993	0.495	31.740	28.933	2.807	3	0.973	5.198	5.198	-137432.034		131.049	92	1.526	836967690926929600	836967469467667387	836967469467667386	479	
1	C4H14N3O5	[M - H2O + H]+	C4H13N3O4+	0.555	0.148	6.176	6.176	0.000	1	0.038	-4.757	4.757	-107793.758		167.089	92	1.527	836967715367140903	836967469912263659	836967469912263658	492	
1	C18H31N5O7	[M + Na]+	C18H31N5NaO7+	0.710	0.301	32.160	32.160	0.000	15	0.722	0.433	0.433	0.643		452.212	92	1.527	836967838373500156	836967469283117991	836967469283117990	474	
1	C8H6	[M + H3N + H]+	C8H10N+	0.855	0.283	62.817	58.518	4.300	5	0.036	4.404	4.404	2.284		120.081	92	1.528	836968165369837609	836967469547359171	836967469547359170	482	
1	C9H13NO3	[M - H2O + H]+	C9H12NO2+	1.000	0.333	63.832	58.750	5.082	6	0.979	2.134	2.134	-108440.130		166.086	92	1.529	836967688339043904	836967469585107911	836967469585107910	483	
1	C34H40N4O9	[M - H2O + H]+	C34H39N4O8+	0.994	0.297	69.112	64.540	4.572	35	0.901	-0.007	0.944	-28530.354		631.276	92	1.529	836967775454743118	836967469622856651	836967469622856650	484	
1	C14H27N3O8	[M - H2O + H]+	C14H26N3O7+	1.000	0.333	131.893	131.705	0.188	37	0.866	1.355	1.355	-51727.703		348.177	92	1.529	836967703040080450	836967469660605391	836967469660605390	485	
1	C20H25NO9	[M + H3N + H]+	C20H29N2O9+	0.825	0.332	70.923	66.712	4.211	17	0.939	0.850	0.961	0.982		441.187	92	1.529	836967704952683201	836967469509610431	836967469509610430	480	
1	C12H24N6O5	[M + Na]+	C12H24N6NaO5+	1.000	1.000	94.099	94.099	0.000	39	0.843	0.059	0.536	-5.965		355.168	92	1.530	836967788956208242	836967469731908567	836967469731908566	487	
1	C12H17N2O4	[M + Na]+	C12H17N2NaO4+	1.000	0.969	109.807	106.224	3.583	36	0.984	2.340	2.398	-0.191		276.108	92	1.532	836968135258928652	836967469769657307	836967469769657306	488	
1	C11H17NO7	[M + Na]+	C11H17NNaO7+	0.940	0.938	37.496	34.036	3.460	13	0.734	3.673	3.673	0.595		298.090	92	1.532	836967784321502164	836967469694159827	836967469694159826	486	
1	C13H25N3O7S	[M - H2O + H]+	C13H24N3O6S+	1.000	0.333	121.455	118.896	2.559	41	0.951	1.172	1.172	-51438.238		350.138	92	1.534	836967724724633693	836967469807406047	836967469807406046	489	
1	C14H23N3O6	[M + H3N + H]+	C14H27N4O6+	0.835	0.333	164.620	164.620	0.000	34	0.570	1.450	1.574	0.112		347.193	92	1.535	836967743888409789	836967468834327415	836967468834327414	462	
1	C18H32N4O9	[M - H2O + H]+	C18H31N4O8+	1.000	0.333	97.228	91.338	5.890	34	0.918	1.317	1.317	-41766.208		431.214	92	1.536	836967727589343538	836967469878709223	836967469878709222	491	
1	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	1.000	0.333	77.061	73.711	3.349	13	0.993	5.581	5.581	-83714.925		215.139	93	1.551	836967699915323646	836967468872076155	836967468872076154	463	
1	C14H27N3O7	[M - H2O + H]+	C14H26N3O6+	1.000	0.333	108.560	105.613	2.947	30	0.914	1.980	1.980	-54218.719		332.182	93	1.552	836967710812126475	836967470017121271	836967470017121270	495	
1	C15H29N3O8	[M - H2O + H]+	C15H28N3O7+	1.000	0.333	150.377	150.377	0.000	44	0.862	0.607	0.820	-49725.345		362.193	93	1.553	836967710409473244	836967470059064315	836967470059064314	496	
1	C10H20N2O4	[M - H2O + H]+	C10H19N2O3+	0.999	0.333	61.960	61.960	0.000	10	0.862	0.524	0.524	-83714.849		215.139	93	1.554	836967701760817579	836967471418018951	836967471413824646	532	
1	C14H28N4O7	[M - H2O + H]+	C14H27N4O6+	1.000	0.333	148.502	143.935	4.567	42	0.955	1.100	1.150	-51874.202		347.193	93	1.555	836968139566478924	836967470096813055	836967470096813054	497	
1	C8H14N2O3	[M - H2O + H]+	C8H13N2O2+	1.000	0.333	87.759	84.846	2.913	12	0.971	2.101	2.101	-106509.400		169.097	93	1.556	836967721058811774	836967470134561795	836967470134561794	498	
1	C9H20N2O5	[M - H2O + H]+	C9H19N2O4+	1.000	0.333	90.629	87.380	3.249	19	0.994	6.670	6.670	-82188.490		219.134	93	1.558	836967697323243578	836967469983566835	836967469979372530	494	
1	C10H16N2O5	[M - H2O + H]+	C10H15N2O4+	1.000	0.333	72.600	69.728	2.872	17	0.956	1.448	1.448	-79304.143		227.103	94	1.559	836967702293494273	836967470172310535	836967470168116230	500	
1	C15H25N5O4	[M - H2O + H]+	C15H24N5O3+	1.000	0.333	102.600	99.606	2.993	42	0.946	1.375	1.760	-55904.069		322.186	94	1.564	836967707880307744	836967469945818095	836967469945818094	493	
1	C10H18N2O4S	[M - H2O + H]+	C10H17N2O3S+	1.000	0.333	58.101	53.592	4.509	9	0.963	1.812	1.812	-73482.831		245.096	94	1.569	836967704810076838	836967470281362451	836967470281362450	503	
1	C9H14N2O3	[M - H2O + H]+	C9H13N2O2+	1.000	0.333	68.780	65.885	2.895	13	0.793	4.465	4.465	-99451.007		181.097	94	1.569	836967706869480390	836967470205864971	836967470205864970	501	
1	C10H14N5O3S	[M - H2O + H]+	C10H13N5O2S+	0.214	0.039	18.626	14.899	3.727	18	0.730	3.010	4.975	-67438.831		267.078	94	1.569	836967706735262595	836967470243613711	836967470243613710	502	
1	C13H25N3O7	[M - H2O + H]+	C13H24N3O6+	1.000	0.333	119.410	116.369	3.040	38	0.973	0.903	0.903	-56606.529		318.166	94	1.571	836967790147390629	836967470314916887	836967470314916886	504	
1	C27H33N3O4	[M - H2O + H]+	C27H32N3O3+	0.851	0.213	56.763	56.763	0.000	26	0.925	1.270	1.880	-40361.227		446.243	94	1.571	836967702213802474	836967470352665627	836967470352665626	505	
1	C15H32N4O6Si	[M - H2O + H]+	C15H31N4O5Si+	0.550	0.000	56.209	53.714	2.495	34	0.943	0.826	1.781	-48000.857		375.206	94	1.573	836967720249311064	836967470428163107	836967470428163106	507	
1	C13H27N3O7	[M - H2O + H]+	C13H26N3O6+	1.000	0.333	119.725	114.399	5.326	33	0.968	1.182	1.182	-56250.668		320.182	94	1.574	836967707624455159	836967470461717543	836967470461717542	508	
1	C16H29N4O8	[M - H2O + H]+	C16H28N4O7+	0.999	0.038	30.735	30.735	0.000	19	0.950	1.355	1.461	-46394.450		388.196	94	1.575	836967795193138787	836967470503660587	836967470503660586	509	
1	C14H29N3O6	[M - H2O + H]+	C14H28N3O5+	1.000	0.333	129.663	126.157	3.507	39	0.958	1.922	1.922	-56600.573		318.202	95	1.576	836967845050832365	836967470545603631	836967470545603630	510	
1	C17H29N5O5	[M - H2O + H]+	C17H28N5O4+	1.000	0.333	99.482	92.049	7.434	31	0.924	0.761	1.061	-49179.780		366.214	95	1.576	836967715581050448	836967470625295415	836967470625295414	512	
1	C11H18N4O4	[M - H2O + H]+	C11H17N4O3+	1.000	0.333	94.647	89.436	5.212	12	0.978	1.117	1.117	-71150.676		253.130	95	1.576	836967883139308249	836967470696598591	836967470696598590	514	
1	C12H20N4O3	[M - H2O + H]+	C12H19N4O2+	1.000	0.333	81.918	79.228	2.689	25	0.973	2.754	2.754	-71710.911		251.151	95	1.577	836967729082515894	836967470763707459	836967470763707458	515	
1	C11H16N4O3	[M - H2O + H]+	C11H15N4O2+	1.000	0.333	73.066	70.086	2.980	35	0.906	1.720	1.720	-76601.204		235.119	95	1.577	836967721872506790	836967470855982155	836967470851787850	517	
1	C19H33N5O11	[M - H2O + H]+	C19H32N5O10+	1.000	0.329	152.036	146.165	5.871	52	0.953	1.308	1.308	-36739.523		490.215	95	1.577	836967737932497823	836967470809844807	836967470809844806	516	
1	C8H17FN2O3Si	[M + H3N + H]+	C8H21FN3O3Si+	0.333	0.333	45.604	45.604	0.000	19	0.317	1.103	2.942	0.560		254.133	95	1.581	836967712208829804	836967470658849851	836967470658849850	513	
1	C17H30N6O6	[M - H2O + H]+	C17H29N6O5+	1.000	0.333	91.612	86.346	5.266	32	0.978	0.847	0.847	-45340.853		397.220	95	1.583	836967706198391593	836967470893730895	836967470893730894	518	
1	C9H13N2S	[M + H3N + H]+	C9H17N3S+	1.000	0.333	62.881	62.881	0.000	12	0.574	5.613	5.613	-1.255		199.114	95	1.583	836967706739456921	836967470931479635	836967470931479634	519	
1	C9H16N4O4	[M - H2O + H]+	C9H15N4O3+	1.000	0.333	69.904	66.082	3.822	18	0.948	2.020	2.020	-79301.520		227.114	95	1.584	836967710539496690	836967470969228375	836967470969228374	520	
1	C15H27N5O5	[M - H2O + H]+	C15H26N5O4+	1.000	0.333	104.187	99.290	4.897	34	0.945	1.044	1.044	-52940.813		340.198	95	1.584	836967717434932953	836967471006977115	836967471006977114	521	
1	C14H27N3O8	[M - H2O + H]+	C14H26N3O7+	1.000	0.333	186.684	181.220	5.463	46	0.951	0.751	0.751	-51727.431		348.177	96	1.596	836967722073833405	836967471120223335	836967471120223334	524	
1	C35H45N5O8	[M - H2O + H]+	C35H44N5O7+	1.000	0.333	82.555	77.605	4.950	34	0.814	-0.061	0.910	-27865.722		646.324	96	1.596	836967718311542530	836967471082474595	836967471082474594	523	
1	C15H27N3O5	[M - H2O + H]+	C15H26N3O4+	1.000	0.256	59.079	55.965	3.114	18	0.909	2.197	2.197	-57689.937		312.192	96	1.597	836967716226973308	836967471187332207	836967471187332206	526	
1	C17H30N4O9	[M - H2O + H]+	C17H29N4O8+	1.000	0.333	67.766	63.234	4.533	25	0.937	2.096	2.096	-43169.156		417.198	96	1.602	836967720685518693	836967471225080947	836967471225080946	527	
1	C24H42N6O8	[M + Na]+	C24H42N6NaO8+	1.000	0.978	41.042	34.876	6.167	6	0.976	-0.487	0.712	0.915		565.296	96	1.602	836967725471219848	836967471267023991	836967471267023990	528	
1	C11H23N2O8	[M - H2O + H]+	C11H22N2O7+	1.000	0.002	53.478	50.360	3.118	28	0.829	2.350	2.350	-61228.987		294.143	96	1.603	836967714456976851	836967471300578427	836967471300578426	529	
1	C12H23N3O5	[M - H2O + H]+	C12H22N3O4+	1.000	0.333	76.267	70.615	5.652	20	0.968	1.828	1.828	-66175.102		272.161	96	1.604	836967705690880765	836967471338327167	836967471338327166	530	
1	C24H44N6O9	[M - H2O + H]+	C24H43N6O8+	0.738	0.330	66.328	59.914	6.414	25	0.888	0.491	1.068	-33147.915		543.315	96	1.604	836967711508380963	836967471376075907	836967471376075906	531	
1	C13H22F3N3O3	[M - H2O + H]+	C13H21F3N3O2+	1.000	0.023	50.371	46.939	3.432	26	0.799	2.575	2.575	-58444.283		308.159	97	1.613	836967730877678102	836967471493516431	836967471493516430	534	
1	C13H25N3O5	[M - H2O + H]+	C13H24N3O4+	1.000	0.333	66.442	61.070	5.372	16	0.977	0.646	0.646	-62933.917		286.176	97	1.613	836967707272133603	836967471531265171	836967471531265170	535	
1	C9H20N2O4	[M - H2O + H]+	C9H19N2O3+	1.000	0.333	90.461	87.353	3.107	11	0.985	1.674	1.674	-88659.984		203.139	97	1.617	836967714800909822	836967471569013911	836967471569013910	536	
1	C16H27N3O8	[M + H]+	C16H28N3O8+	1.000	0.333	117.400	111.348	6.052	31	0.972	0.242	0.626	1.150		390.188	97	1.618	836967717581733611	836967471602568347	836967471602568346	537	
1	C14H20N2O6	[M - H2O + H]+	C14H19N2O5+	1.000	0.333	46.114	42.687	3.427	15	0.990	3.302	3.302	-61023.080		295.130	97	1.619	836967708350069836	836967471678065827	836967471673871522	539	
1	C4H10Br4N2O4Si	[M - H2O + H]+	C4H9Br4N2O3Si+	0.985	0.333	23.363	23.363	0.000	8	0.165	6.908	6.908	-37780.587		476.711	98	1.627	836967730932204077	836967471711620263	836967471711620262	540	
1	C20H35N5O11	[M - H2O + H]+	C20H34N5O10+	0.984	0.000	127.156	123.597	3.559	45	0.961	0.411	0.511	-35717.341		504.231	98	1.629	836967772648753564	836967471749369003	836967471749369002	541	
1	C15H23N3O8	[M - H2O + H]+	C15H22N3O7+	1.000	0.333	72.015	69.107	2.908	18	0.919	1.695	1.695	-50569.624		356.146	98	1.632	836967729640358351	836967471787117743	836967471787117742	542	
1	C15H23N6O6	[M - H2O + H]+	C15H22N6O5+	1.000	0.000	79.915	75.526	4.389	38	0.955	1.403	2.631	-49182.225		366.166	98	1.634	836967742206493780	836967471824866483	836967471824866482	543	
1	C15H21N3O7	[M + Na]+	C15H21N3NaO7+	1.000	1.000	39.603	36.463	3.140	20	0.759	0.797	1.563	1.056		378.128	98	1.635	836967734354756335	836967471862615223	836967471862615222	544	
1	C10H21N3O5	[M - H2O + H]+	C10H20N3O4+	1.000	0.333	196.861	193.569	3.291	44	0.985	1.614	1.614	-73168.647		246.145	98	1.636	836967713135771037	836967472563064067	836967472558869762	564	
1	C13H24N6O5	[M + Na]+	C13H24N6NaO5+	1.000	1.000	117.587	117.587	0.000	32	0.609	1.201	1.234	-0.214		367.170	98	1.641	836967735340417794	836967471640317087	836967471640317086	538	
1	C14H27N3O7	[M - H2O + H]+	C14H26N3O6+	1.000	0.333	65.777	65.777	0.000	19	0.919	1.338	2.048	-54217.925		332.182	99	1.643	836967725135675509	836967471896169659	836967471896169658	545	
1	C20H35N5O7	[M - H2O + H]+	C20H34N5O6+	1.000	0.333	41.590	38.689	2.901	16	0.873	0.742	0.742	-40908.571		440.251	99	1.649	836967712280132998	836967471933918399	836967471933918398	546	
1	C22H40N4O8	[M + K]+	C22H40KN4O8+	0.720	0.900	90.590	90.590	0.000	36	0.908	-0.161	0.745	-1.844		527.247	99	1.649	836967753111684655	836967471967472835	836967471967472834	547	
1	C10H15O2S2	[M + H3N + H]+	C10H19NO2S2+	0.392	0.000	48.904	48.904	0.000	10	0.719	5.879	5.879	-1.173		249.085	99	1.653	836967749399725453	836967472084913359	836967472084913358	550	
1	C10H14N2O4	[M - H2O + H]+	C10H13N2O3+	1.000	0.333	44.459	41.393	3.066	5	0.990	1.967	1.967	-86135.388		209.092	99	1.653	836967773730884075	836967472042970315	836967472042970314	549	
1	C10H16N2O5	[M - H2O + H]+	C10H15N2O4+	1.000	0.333	78.408	73.112	5.296	11	0.976	2.271	2.772	-79304.476		227.103	99	1.654	836967709163764935	836967472122662099	836967472122662098	551	
1	C13H27N3O5	[M - H2O + H]+	C13H26N3O4+	1.000	0.333	66.582	63.716	2.866	18	0.981	4.698	4.698	-62494.008		288.192	99	1.654	836967775983225487	836967472160410839	836967472160410838	552	
1	C27H33N3O4	[M - H2O + H]+	C27H32N3O3+	0.836	0.108	76.163	76.163	0.000	29	0.813	1.113	1.184	-40360.527		446.244	99	1.657	836967742030332963	836967472198159579	836967472198159578	554	
1	C8H18N2O4	[M - H2O + H]+	C8H17N2O3+	1.000	0.333	47.569	44.524	3.045	9	0.994	3.864	4.258	-95230.261		189.124	100	1.658	836967753359148616	836967472235908319	836967472235908318	555	
1	C13H27N3O6S	[M - H2O + H]+	C13H26N3O5S+	1.000	0.333	142.611	139.455	3.157	52	0.976	1.247	1.644	-53576.828		336.159	100	1.659	836967745314473217	836967472269462755	836967472269462754	556	
1	C9H20N2O5	[M - H2O + H]+	C9H19N2O4+	1.000	0.333	109.240	104.025	5.215	13	0.990	1.817	1.817	-82187.897		219.134	100	1.661	836967731540378233	836967472005221575	836967472005221574	548	
1	C15H33N4O12P	[M - H2O + H]+	C15H32N4O11P+	0.998	0.054	63.075	59.536	3.539	12	0.951	6.054	6.054	-37900.719		475.181	100	1.662	836967717099388613	836967472340765931	836967472340765930	558	
1	C29H50N8O11	[M - H2O + H]+	C29H49N8O10+	0.625	0.289	82.704	82.704	0.000	40	0.792	1.927	2.027	-26904.795		669.358	100	1.666	836967850822194833	836967472634367243	836967472634367242	566	
1	C14H27N3O6	[M + H]+	C14H28N3O6+	1.000	0.333	140.821	135.012	5.809	41	0.976	0.745	1.127	1.101		334.198	100	1.666	836967794425581076	836967472449817847	836967472449817846	561	
1	C30H47N5O8	[M + K]+	C30H47KN5O8+	0.998	1.000	94.187	90.394	3.793	33	0.725	0.965	0.965	4.654		644.309	100	1.667	836967731318080078	836967472378514671	836967472378514670	559	
1	C25H43N7O11	[M - H2O + H]+	C25H42N7O10+	1.000	0.332	108.521	102.347	6.174	53	0.954	0.084	0.370	-30000.638		600.300	100	1.671	836967870216657152	836967472596618503	836967472596618502	565	
1	C10H18N2O5	[M - H2O + H]+	C10H17N2O4+	1.000	0.333	89.321	86.475	2.846	22	0.988	3.641	3.641	-78606.567		229.119	101	1.678	836967732450542258	836967472672115983	836967472672115982	567	
1	C25H46N6O7	[M - H2O + H]+	C25H45N6O6+	1.000	0.333	83.291	77.536	5.756	28	0.916	0.728	0.794	-34281.737		525.340	101	1.679	836967730156257785	836967472823110943	836967472823110942	571	
1	C15H27N3O7	[M - H2O + H]+	C15H26N3O6+	1.000	0.333	69.785	63.352	6.433	17	0.963	1.611	1.611	-52326.960		344.182	101	1.679	836967721776037776	836967472709864723	836967472709864722	568	
1	C17H23N5O9	[M - H2O + H]+	C17H22N5O8+	0.770	0.333	91.720	91.720	0.000	35	0.821	0.902	1.009	-42459.456		424.148	101	1.680	836967759763850981	836967472785362203	836967472785362202	570	
1	C32H49N8O18P	[M - H2O + H]+	C32H48N8O17P+	0.850	0.325	75.932	67.183	8.749	46	0.865	0.680	0.698	-21254.704		847.289	101	1.680	836967842643301827	836967472747613463	836967472747613462	569	
1	C13H27N3O7	[M - H2O + H]+	C13H26N3O6+	1.000	0.333	71.046	65.617	5.429	21	0.952	1.981	1.981	-56250.272		320.182	101	1.681	836967777228933856	836967472856665379	836967472856665378	572	
1	C15H29N3O8	[M - H2O + H]+	C15H28N3O7+	0.984	0.333	103.242	103.242	0.000	31	0.784	2.189	2.189	-49724.692		362.193	101	1.682	836967769419139337	836967473112517951	836967473112517950	579	
1	C10H18N2O5	[M + H]+	C10H19N2O5+	1.000	0.333	182.335	179.091	3.243	43	0.953	3.228	3.228	1.788		247.129	101	1.684	836967725987119309	836967472894414119	836967472894414118	573	
1	C14H22N2O5	[M - H2O + H]+	C14H21N2O4+	1.000	0.333	67.947	64.512	3.436	17	0.989	1.710	1.710	-64059.730		281.150	101	1.684	836967779024096079	836967473779412359	836967473779412358	597	
1	C15H25NO5Si	[M + H3N + H]+	C15H29N2O5Si+	0.443	0.259	88.625	88.625	0.000	28	0.216	3.005	3.005	2.651		345.185	101	1.686	836967855062636334	836967472483372283	836967472483372282	562	
1	C13H25N3O7	[M - H2O + H]+	C13H24N3O6+	1.000	0.333	124.654	121.509	3.144	39	0.981	0.647	0.866	-56606.695		318.166	101	1.689	836967720073150260	836967472965717295	836967472965717294	575	
1	C14H29N3O6	[M - H2O + H]+	C14H28N3O5+	1.000	0.333	81.190	78.011	3.179	27	0.990	2.215	2.215	-56599.876		318.203	101	1.691	836967726163280100	836967472927968555	836967472927968554	574	
1	C15H29N3O8	[M - H2O + H]+	C15H28N3O7+	0.991	0.333	95.447	95.447	0.000	31	0.784	2.937	2.937	-49724.548		362.193	101	1.691	836967733520089818	836967472525315327	836967472525315326	563	
1	C22H27N5O9	[M - H2O + H]+	C22H26N5O8+	1.000	0.333	103.432	103.432	0.000	39	0.831	2.169	2.235	-36893.616		488.178	102	1.695	836967814918951183	836967473225764171	836967473225764170	582	
1	C14H27N3O6	[M - H2O + H]+	C14H26N3O5+	1.000	0.333	96.703	89.653	7.050	28	0.944	0.878	0.878	-56959.689		316.187	102	1.696	836967726939226364	836967473041214775	836967473041214774	577	
1	C31H57N7O12	[M - H2O + H]+	C31H56N7O11+	0.631	0.333	70.210	64.580	5.630	25	0.940	2.321	2.321	-25638.677		702.405	102	1.697	836967861077268485	836967473150266691	836967473150266690	580	
1	C14H25N3O5	[M + Na]+	C14H25N3NaO5+	1.000	0.988	97.078	97.078	0.000	40	0.952	1.940	1.980	2.184		338.169	102	1.698	836967742118413365	836967473188015431	836967473188015430	581	
1	C17H30N4O10	[M - H2O + H]+	C17H29N4O9+	0.823	0.306	171.124	171.124	0.000	42	0.664	3.013	3.022	-41573.225		433.194	102	1.698	836967822917489301	836967472307211495	836967472303017190	557	
1	C14H18N6O6	[M + H3N + H]+	C14H22N7O6+	0.625	0.333	124.552	124.552	0.000	42	0.907	1.357	1.357	5.836		384.165	102	1.699	836967759285700303	836967473003466035	836967473003466034	576	
