feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
2450	63	Alkaloids	Tyrosine alkaloids	Cephalotaxus alkaloids	0.22284004	ISDB	GSBQSICGIBSDBW-UHFFFAOYSA-N	InChI=1S/C27H35NO9/c1-25(2,32)7-8-27(33,14-21(29)30)24(31)37-23-20(34-3)13-26-6-4-9-28(26)10-5-16-11-18-19(36-15-35-18)12-17(16)22(23)26/h11-13,22-23,32-33H,4-10,14-15H2,1-3H3,(H,29,30)	COC1=CC23CCCN2CCc2cc4c(cc2C3C1OC(=O)C(O)(CCC(C)(C)O)CC(=O)O)OCO4	C27H35NO9		517.2311817	GSBQSICGIBSDBW	Alkaloids	Tyrosine alkaloids	Cephalotaxus alkaloids	Cephalotaxus harringtonia	10224.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Unknown']	['Cupressales']	['Taxaceae']	['Unknown']	['Cephalotaxus']	['Cephalotaxus harringtonia']	0	3	2.3913601636886597
2450	63	Alkaloids	Tyrosine alkaloids	Cephalotaxus alkaloids	0.22284004	ISDB	GSBQSICGIBSDBW-FKDDUOCFSA-N	InChI=1S/C27H35NO9/c1-25(2,32)7-8-27(33,14-21(29)30)24(31)37-23-20(34-3)13-26-6-4-9-28(26)10-5-16-11-18-19(36-15-35-18)12-17(16)22(23)26/h11-13,22-23,32-33H,4-10,14-15H2,1-3H3,(H,29,30)/t22-,23-,26-,27-/m1/s1	COC1=C[C@@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1OC(=O)[C@@](O)(CCC(C)(C)O)CC(=O)O)OCO4	C27H35NO9		517.2311817	GSBQSICGIBSDBW	Alkaloids	Tyrosine alkaloids	Cephalotaxus alkaloids	Cephalotaxus harringtonii var. harringtonii		['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	3	2.3913601636886597
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Enterococcus faecalis	594447.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Lactobacillales']	['Enterococcaceae']	['Unknown']	['Enterococcus']	['Enterococcus faecalis']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Cucurbita	5268405.0	['Eukaryota']	['Unknown']	['Foraminifera']	['Tubothalamea']	['Miliolida']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Aloe africana	138839.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Asphodelaceae']	['Unknown']	['Aloe']	['Aloe africana']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Zea mays	605194.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Andropogoneae']	['Zea']	['Zea mays']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Cucurbita pepo	379282.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cucurbitales']	['Cucurbitaceae']	['Cucurbiteae']	['Cucurbita']	['Cucurbita pepo']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Phaseolus vulgaris	825707.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Phaseolus']	['Phaseolus vulgaris']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Cucumis sativus	1006246.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cucurbitales']	['Cucurbitaceae']	['Benincaseae']	['Cucumis']	['Cucumis sativus']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Aspergillus fumigatus	278828.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus fumigatus']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Punica granatum	646814.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Lythraceae']	['Unknown']	['Punica']	['Punica granatum']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Brassica oleracea	833642.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica oleracea']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Spinacia oleracea	317784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Anserineae']	['Spinacia']	['Spinacia oleracea']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Allium cepa	781600.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Allieae']	['Allium']	['Allium cepa']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Allium sativum	748370.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Allieae']	['Allium']	['Allium sativum']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Leishmania mexicana	766611.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Leishmania']	['Leishmania mexicana']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Raphanus sativus	359073.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Raphanus']	['Raphanus sativus']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Oryza sativa	709894.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Oryzeae']	['Oryza']	['Oryza sativa']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Caenorhabditis elegans	395048.0	['Eukaryota']	['Metazoa']	['Nematoda']	['Chromadorea']	['Rhabditida']	['Rhabditidae']	['Unknown']	['Caenorhabditis']	['Caenorhabditis elegans']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']	0	2	4.598816394805908
2449	245	Amino acids and Peptides	Small peptides	Dipeptides	0.8997041	ISDB	RWSXRVCMGQZWBV-WDSKDSINSA-N	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	C10H17N3O6S		307.083806264	RWSXRVCMGQZWBV	Amino acids and Peptides	Small peptides	Tripeptides	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']	0	2	4.598816394805908
