formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C10H10N2O3	[M - H2O + H]+	C10H9N2O2+	0.998	0.333	29.255	29.255	0.000	4	0.154	0.139	0.174	-95260.708		189.066	33	0.554	839111915887311587	839111710089581410	839111710089581409	21	
1	C8H11N4O5	[M - H2O + H]+	C8H10N4O4+	1.000	0.267	16.900	16.900	0.000	3	0.043	-0.829	0.829	-79669.242		226.069	33	0.555	839111923772604152	839111712882988054	839111712878793749	66	
1	C16H28O2	[M + H3N + H]+	C16H32NO2+	1.000	0.333	314.681	310.933	3.749	55	0.967	1.628	1.628	-0.021		270.243	33	0.556	839111914838735487	839111709452047166	839111709452047165	12	
1	C13H8N2O2	[M - H2O + H]+	C13H7N2O+	1.000	0.333	24.190	18.777	5.413	2	0.856	0.002	0.276	-86983.377		207.055	33	0.556	839111916805864269	839111709674345290	839111709670150985	15	
1	C8H13OP	[M + Na]+	C8H13NaOP+	0.995	0.997	82.461	82.461	0.000	21	0.274	6.149	6.149	3.673		179.060	33	0.558	839111918064155644	839111709741454158	839111709741454157	16	
1	C8H18Cl2N2O2	[M - H2O + H]+	C8H17Cl2N2O+	0.582	0.158	8.460	8.460	0.000	4	0.006	1.044	1.044	-79316.396		227.071	33	0.558	839111920387800370	839111709598847814	839111709598847813	14	
1	C13H10N2O3	[M - H2O + H]+	C13H9N2O2+	1.000	0.331	40.205	34.919	5.285	3	0.864	0.291	0.291	-80022.832		225.066	33	0.558	839111918387117126	839111709955363674	839111709951169369	19	
1	C11H29N5O2	[M + H3N + H]+	C11H33N6O2+	0.982	0.999	48.861	48.861	0.000	19	0.238	0.383	0.934	2.468		281.267	34	0.560	839111913232316998	839111710156690278	839111710152495973	22	
1	C20H35NO3	[M - H2O + H]+	C20H34NO2+	0.987	0.330	59.418	58.515	0.903	22	0.827	3.584	4.097	-56245.503		320.256	34	0.560	839111918789770402	839111710022472542	839111710022472541	20	
1	C8H14N2O3S	[M + Na]+	C8H14N2NaO3S+	0.797	0.966	41.645	40.896	0.748	21	0.724	3.542	5.347	-4.123		241.061	34	0.563	839111922182962703	839111710286713710	839111710282519405	24	
1	C8H12O3S	[M + K]+	C8H12KO3S+	0.999	1.000	20.413	20.413	0.000	4	0.035	4.305	4.305	-2.570		227.013	34	0.563	839111922665307723	839111710425125750	839111710420931445	26	
1	C10H9NO2	[M - H2O + H]+	C10H8NO+	1.000	0.297	23.549	23.549	0.000	5	0.768	7.930	7.930	-113946.913		158.060	34	0.564	839111915971197685	839111710353822578	839111710353822577	25	
1	C18H32O2	[M - H2O + H]+	C18H31O+	0.999	0.500	211.740	208.235	3.505	52	0.979	1.658	1.658	-68419.399		263.237	34	0.565	839111917762165700	839111710492234618	839111710492234617	27	
1	C18H30O	[M + H3N + H]+	C18H34NO+	1.000	0.333	263.187	257.409	5.778	55	0.916	1.567	1.567	0.103		280.264	34	0.565	839111917049133922	839111710563537790	839111710563537789	28	
1	C18H30O	[M - H2O + H]+	C18H29+	1.000	0.499	8.900	8.900	0.000	1	0.012	0.416	0.416	-73444.460		245.226	34	0.566	839111913945348690	839111710651618178	839111710647423873	29	
1	C16H28O	[M + H3N + H]+	C16H32NO+	0.947	0.333	41.470	41.470	0.000	8	0.234	0.324	0.381	-0.181		254.248	34	0.566	839111913236511305	839111710219604842	839111710219604841	23	
1	C11H26ClN2O2	[M + H]+	C11H27ClN2O2+	0.720	0.500	62.810	62.810	0.000	15	0.695	0.505	0.780	-1.779		254.175	34	0.571	839111916474514225	839111710861333390	839111710857139085	32	
1	C9H29N8O2	[M + H3N + H]+	C9H33N9O2+	1.000	1.000	191.643	190.595	1.048	36	0.608	2.498	2.760	6.807		299.277	34	0.571	839111915337857733	839111709313635126	839111709309440821	10	
1	C17H28O	[M + H3N + H]+	C17H32NO+	1.000	0.333	278.966	278.966	0.000	50	0.809	2.353	2.353	-0.079		266.248	34	0.574	839111917896383462	839111710794224522	839111710790030217	31	
1	C10H23FN2O2	[M - H2O + H]+	C10H22FN2O+	0.951	0.333	43.642	43.642	0.000	10	0.736	0.504	0.731	-87788.027		205.170	34	0.575	839111913983097435	839111710915859346	839111710915859345	33	
1	C18H28O	[M + H3N + H]+	C18H32NO+	1.000	0.333	273.447	269.909	3.538	55	0.909	1.234	1.234	0.643		278.248	35	0.575	839111917212711841	839111710982968214	839111710978773909	34	
1	C24H32O7	[M - H2O + H]+	C24H31O6+	0.845	0.474	47.211	43.431	3.780	7	0.978	2.142	2.142	-43376.605		415.212	35	0.575	839111919150480590	839111711045882778	839111711041688473	35	
1	C18H32O2	[M + H3N + H]+	C18H36NO2+	1.000	0.333	293.366	287.557	5.809	57	0.970	1.068	1.165	-0.656		298.274	35	0.576	839111924091371348	839111711112991646	839111711108797341	36	
1	C8H12O2	[M - H2O + H]+	C8H11O+	1.000	0.500	65.356	65.356	0.000	11	0.773	6.807	6.807	-146329.712		123.081	35	0.576	839111918433254491	839111711599530942	839111711599530941	44	
1	C18H30O2	[M + H3N + H]+	C18H34NO2+	1.000	0.333	261.376	257.630	3.746	56	0.878	1.147	1.147	0.116		296.258	35	0.576	839113732838879610	839111711234626470	839111711234626469	38	
1	C13H32N3O3	[M + H]+	C13H33N3O3+	0.999	0.500	29.315	29.315	0.000	8	0.735	0.912	1.087	-1.050		279.251	35	0.577	839113694028983988	839111712018961370	839111712018961369	51	
1	C16H28O2	[M - H2O + H]+	C16H27O+	0.996	0.500	13.202	13.202	0.000	2	0.022	0.800	0.800	-76573.496		235.206	35	0.578	839113816062260689	839111711171711906	839111711171711905	37	
1	C16H26O2	[M + H3N + H]+	C16H30NO2+	1.000	0.333	271.465	267.651	3.814	52	0.787	1.866	1.866	0.165		268.227	35	0.578	839111921163746742	839111711347872686	839111711343678381	40	
1	C18H30O2	[M + H]+	C18H31O2+	0.999	0.500	256.217	252.819	3.397	47	0.864	1.606	1.606	0.836		279.232	35	0.579	839111925009923982	839111711289152426	839111711289152425	39	
1	C11H17FN3O3	[M - H2O + H]+	C11H16FN3O2+	0.314	0.170	17.246	17.246	0.000	10	0.106	0.280	1.180	-74694.014		241.122	35	0.579	839111920459103555	839111711410787250	839111711406592945	41	
1	C13H31N2O4	[M + H3N + H]+	C13H35N3O4+	0.999	0.614	143.735	143.735	0.000	45	0.718	1.380	2.595	-1.474		297.262	35	0.579	839111920857562510	839111710731309958	839111710731309957	30	
1	C18H32O3	[M + H3N + H]+	C18H36NO3+	1.000	0.333	237.911	234.069	3.842	53	0.879	0.765	0.765	-0.320		314.269	35	0.580	839111929485246929	839111711465313206	839111711465313205	42	
1	C14H31N4O3	[M - H2O + H]+	C14H30N4O2+	0.872	0.333	87.125	87.125	0.000	25	0.736	0.615	0.673	-62916.950		286.238	35	0.580	839111918064155638	839111711771497418	839111711767303113	47	
1	C16H26O	[M + H3N + H]+	C16H30NO+	1.000	0.333	283.762	279.992	3.769	53	0.911	2.486	2.486	0.155		252.232	35	0.581	839111918328396817	839111711532422074	839111711528227769	43	
1	C18H33NO3	[M + Na]+	C18H33NNaO3+	0.998	1.000	85.900	82.547	3.353	23	0.436	1.275	1.435	-0.044		334.235	35	0.582	839111921348296134	839111711716971462	839111711712777157	46	
1	C9H5N	[M + H3N + H]+	C9H9N2+	0.507	0.333	20.378	20.378	0.000	3	0.020	3.177	3.177	0.450		145.076	35	0.583	839112036309983755	839111712522277886	839111712522277885	60	
1	C14H29NO4	[M - H2O + H]+	C14H28NO3+	0.979	0.333	40.292	40.292	0.000	11	0.168	0.453	0.506	-69752.369		258.206	35	0.583	839111916189301520	839111712195122150	839111712195122149	54	
1	C12H22N2O	[M - H2O + H]+	C12H21N2+	0.976	0.333	32.876	32.876	0.000	9	0.420	0.630	0.630	-93236.078		193.170	35	0.584	839113857187412163	839111712413225974	839111712413225973	58	
1	C18H30O3	[M + H3N + H]+	C18H34NO3+	1.000	0.333	226.919	224.028	2.891	49	0.632	1.594	1.594	-0.289		312.253	35	0.585	839111928864489834	839111711830217678	839111711830217677	48	
1	C18H26O2	[M + H3N + H]+	C18H30NO2+	1.000	0.333	286.913	283.234	3.679	54	0.868	1.443	1.443	-0.259		292.227	35	0.588	839111928436670757	839111711951852502	839111711947658197	50	
1	C18H28O2	[M + H3N + H]+	C18H32NO2+	1.000	0.333	280.238	276.628	3.610	55	0.835	1.796	1.796	0.490		294.243	35	0.589	839111926893166697	839111712090264542	839111712086070237	52	
1	C10H11ClN2O	[M - H2O + H]+	C10H10ClN2+	0.635	0.333	64.347	55.064	9.284	8	0.968	0.670	0.670	-93292.450		193.053	35	0.589	839113817647707663	839111711888937938	839111711888937937	49	
1	C18H28N3O2	[M + H3N + H]+	C18H32N4O2+	0.491	0.333	84.489	81.398	3.091	23	0.442	-0.532	2.095	-2.789		336.251	35	0.589	839113740535427532	839111712144790498	839111712144790497	53	
1	C13H29N2O4	[M + H3N + H]+	C13H33N3O4+	1.000	0.000	190.511	190.511	0.000	52	0.796	2.279	2.857	-0.806		295.246	35	0.590	839113728820736270	839111711654056898	839111711654056897	45	
1	C20H34O4	[M + H]+	C20H35O4+	1.000	0.500	210.585	204.216	6.369	47	0.962	2.492	2.492	0.071		339.253	35	0.590	839113749179888266	839111712253842410	839111712249648105	55	
1	C10H10N2O	[M - H2O + H]+	C10H9N2+	1.000	0.333	14.588	14.588	0.000	4	0.173	0.658	0.658	-114660.560		157.076	35	0.590	839113821326112432	839111712304174062	839111712304174061	56	
1	C20H34O4	[M - H2O + H]+	C20H33O3+	1.000	0.500	204.792	201.039	3.753	48	0.863	2.863	2.863	-56065.342		321.242	35	0.590	839111926595371067	839111712471946234	839111712471946233	59	
1	C18H26O	[M + H3N + H]+	C18H30NO+	1.000	0.333	250.553	247.215	3.338	51	0.865	0.671	0.706	0.684		276.232	35	0.592	839113697459924732	839111712362894322	839111712358700017	57	
1	C11H20N2O3	[M - H2O + H]+	C11H19N2O2+	1.000	0.333	67.804	62.467	5.337	18	0.872	1.562	1.562	-85299.173		211.144	36	0.598	839111918340979742	839111712580998146	839111712580998145	61	
1	C19H31NO4	[M - H2O + H]+	C19H30NO3+	1.000	0.333	84.577	80.741	3.836	21	0.913	3.508	3.508	-56244.355		320.222	36	0.598	839113818562065980	839111712648107014	839111712643912709	62	
1	C18H28O3	[M + H3N + H]+	C18H32NO3+	1.000	0.333	277.176	273.373	3.803	54	0.846	1.483	1.483	-0.130		310.238	36	0.598	839111952482617881	839111712719410186	839111712715215881	63	
1	C18H34O3	[M + H3N + H]+	C18H38NO3+	1.000	0.333	319.166	315.294	3.872	57	0.955	1.190	1.190	-0.160		316.285	36	0.604	839111927987880195	839111712832656402	839111712832656401	65	
1	C16H28N2O6	[M - H2O + H]+	C16H27N2O5+	0.759	0.333	59.286	59.286	0.000	30	0.749	0.381	0.434	-55046.108		327.191	36	0.605	839111930546406000	839111712778130446	839111712773936141	64	
1	C18H30O4	[M + H]+	C18H31O4+	1.000	0.500	202.989	199.508	3.481	45	0.915	1.383	1.383	0.399		311.222	36	0.606	839113729315664166	839111712933319706	839111712933319705	67	
1	C10H12N2O	[M - H2O + H]+	C10H11N2+	1.000	0.333	59.417	56.162	3.255	14	0.882	1.329	1.329	-113207.983		159.092	36	0.607	839111918919793863	839111712987845662	839111712983651357	68	
1	C17H27NO4	[M - H2O + H]+	C17H26NO3+	1.000	0.333	211.675	207.808	3.867	50	0.861	1.574	1.600	-61639.139		292.191	37	0.613	839111934002512770	839111713038177314	839111713038177313	69	
1	C12H16O3	[M + H3N + H]+	C12H20NO3+	0.988	0.333	205.182	201.908	3.274	30	0.210	3.351	3.351	-0.972		226.144	37	0.616	839111922933743218	839111713088508966	839111713084314661	70	
1	C18H26O3	[M + H3N + H]+	C18H30NO3+	1.000	0.333	261.044	260.611	0.433	53	0.831	1.315	1.392	-0.650		308.222	37	0.619	839111934698767256	839111713138840618	839111713138840617	71	
1	C18H33NO4	[M + H]+	C18H34NO4+	1.000	0.333	264.083	260.506	3.577	56	0.979	0.775	1.474	0.015		328.248	37	0.622	839111935004951485	839111713189172270	839111713189172269	72	
1	C29H42N4O8	[M - H2O + H]+	C29H41N4O7+	1.000	0.333	47.084	43.863	3.220	14	0.923	1.242	1.256	-32316.540		557.298	38	0.629	839111929132925316	839111713239503922	839111713239503921	73	
1	C20H33N3O7	[M - H2O + H]+	C20H32N3O6+	1.000	0.333	52.430	48.896	3.534	8	0.983	0.853	1.943	-43903.050		410.229	38	0.630	839112037966734019	839111713289835574	839111713285641269	74	
1	C25H40N4O7	[M + Na]+	C25H40N4NaO7+	1.000	1.000	35.592	31.957	3.635	14	0.855	0.393	0.512	1.223		531.280	38	0.632	839113850296170560	839111713340167226	839111713335972921	75	
1	C25H42N4O8	[M - H2O + H]+	C25H41N4O7+	1.000	0.333	52.866	46.716	6.150	19	0.801	0.958	0.958	-35362.516		509.298	38	0.634	839111935827035183	839111713449219138	839111713449219137	77	
1	C13H23N3O4	[M - H2O + H]+	C13H22N3O3+	0.798	0.333	105.014	105.014	0.000	23	0.477	0.876	0.895	-67161.522		268.166	38	0.634	839111927975297260	839111713390498878	839111713390498877	76	
1	C10H18N2O3	[M - H2O + H]+	C10H17N2O2+	1.000	0.333	59.191	55.937	3.254	17	0.739	1.949	1.949	-91364.635		197.128	38	0.637	839111920555572571	839111713503745094	839111713503745093	78	
1	C20H32NO7P	[M + H]+	C20H33NO7P+	1.000	1.000	29.391	29.391	0.000	9	0.679	2.184	4.943	4.846	LPC(12:5)	430.201	38	0.638	839111944966424568	839111713558271050	839111713558271049	79	
1	C18H33NO5	[M + H]+	C18H34NO5+	0.997	0.333	248.770	244.935	3.835	56	0.985	0.549	0.549	0.292		344.243	38	0.639	839113775515923357	839111713612797006	839111713608602701	80	
1	C18H35NO3	[M + O + H]+	C18H36NO4+	1.000	1.000	274.441	270.627	3.814	57	0.993	0.880	1.035	-0.046	Cer(d10:0_8:1)	330.264	38	0.640	839111918873656515	839111713663128658	839111713658934353	81	
1	C18H33N3O4	[M + Na]+	C18H33N3NaO4+	0.724	0.955	32.340	30.002	2.339	9	0.831	1.193	1.193	0.933		378.237	38	0.640	839113820441114261	839111713713460310	839111713709266005	82	
1	C14H28N2O4	[M - H2O + H]+	C14H27N2O3+	0.737	0.333	88.535	88.535	0.000	38	0.825	1.170	1.223	-66409.627		271.202	38	0.640	839111933767631668	839111713868649570	839111713864455265	85	
1	C15H23NO4	[M - H2O + H]+	C15H22NO3+	1.000	0.333	82.221	78.689	3.532	23	0.914	3.153	3.153	-68179.896		264.160	38	0.641	839113675334970601	839111713763791962	839111713763791961	83	
1	C18H35N3O5	[M - H2O + H]+	C18H34N3O4+	1.000	0.333	107.249	101.062	6.186	30	0.917	1.775	1.775	-50555.092		356.254	39	0.646	839113863189461270	839111713923175526	839111713918981221	86	
1	C25H46N4O9	[M + H3N + H]+	C25H50N5O9+	0.997	0.333	60.006	57.505	2.501	21	0.785	1.444	1.703	-1.284		564.360	39	0.647	839111948699355415	839111713818317918	839111713818317917	84	
1	C21H33N3O5	[M - H2O + H]+	C21H32N3O4+	1.000	0.333	129.756	126.198	3.559	41	0.949	0.945	0.945	-46152.396		390.239	39	0.648	839111951006222792	839111713973507178	839111713973507177	87	
1	C20H31N3O5	[M - H2O + H]+	C20H30N3O4+	1.000	0.333	95.681	92.567	3.114	29	0.905	0.859	1.047	-47872.071		376.223	39	0.654	839112002508085823	839111714032227438	839111714028033133	88	
1	C23H42N4O8	[M + H3N + H]+	C23H46N5O8+	0.996	0.333	55.474	52.395	3.078	17	0.770	0.206	4.215	-1.537		520.333	39	0.655	839111931985052331	839111714237748350	839111714233554045	92	
1	C14H18N2O3	[M - H2O + H]+	C14H17N2O2+	1.000	0.333	76.257	70.480	5.777	19	0.955	0.898	0.898	-73473.479		245.129	39	0.655	839111933511779063	839111714128696438	839111714128696437	90	
1	C20H42O11	[M + H3N + H]+	C20H46NO11+	0.860	0.935	52.518	48.897	3.622	14	0.715	1.071	1.171	1.579		476.307	39	0.655	839113659946068902	839111714078364786	839111714078364785	89	
1	C9H14N2O3	[M - H2O + H]+	C9H13N2O2+	1.000	0.333	65.325	62.202	3.123	26	0.787	4.669	4.669	-99452.100		181.097	39	0.657	839111930349273665	839111714288080002	839111714283885697	93	
1	C17H33N3O5	[M - H2O + H]+	C17H32N3O4+	1.000	0.333	128.941	125.673	3.268	36	0.919	2.320	2.320	-52625.651		342.239	40	0.659	839111939195061584	839111714342605958	839111714342605957	94	
1	C13H25NO3	[M + H]+	C13H26NO3+	1.000	0.333	200.352	197.442	2.910	48	0.937	3.123	3.123	1.760		244.191	40	0.659	839113822987056857	839111714392937610	839111714392937609	95	
1	C8H21N2O4	[M + H3N + H]+	C8H25N3O4+	1.000	1.000	201.356	201.356	0.000	33	0.527	4.429	4.429	-2.323		227.183	40	0.662	839111922191351329	839111714183222394	839111714183222393	91	
1	C12H18	[M + H3N + H]+	C12H22N+	0.672	0.333	13.087	13.087	0.000	2	0.059	0.980	0.980	0.577		180.175	40	0.664	839111917405649840	839111714439074958	839111714439074957	96	
1	C20H29N3O5	[M - H2O + H]+	C20H28N3O4+	1.000	0.000	77.603	77.603	0.000	31	0.919	1.524	1.524	-48120.436		374.211	40	0.669	839113797083034737	839111714489406610	839111714489406609	97	
1	C13H15NO3	[M - H2O + H]+	C13H14NO2+	0.662	0.332	64.288	60.715	3.573	11	0.968	1.298	1.298	-83342.148		216.102	40	0.669	839113746420036190	839111714543932566	839111714539738261	98	
1	C25H38N4O6	[M - H2O + H]+	C25H37N4O5+	1.000	0.333	87.985	84.432	3.553	25	0.892	0.468	0.495	-38054.182		473.276	40	0.672	839113847041390570	839111714594264218	839111714590069913	99	
1	C10H18N2O3S	[M - H2O + H]+	C10H17N2O2S+	1.000	0.333	58.001	53.199	4.801	10	0.966	0.863	1.349	-78613.939		229.101	40	0.673	839113859880155370	839111714644595870	839111714644595869	100	
1	C16H34NO7P	[M + H]+	C16H35NO7P+	1.000	1.000	69.677	64.955	4.722	11	0.865	0.393	6.176	-3.918		384.213	41	0.680	839111941648729662	839111714749453478	839111714749453477	102	
1	C18H29N3O6	[M + Na]+	C18H29N3NaO6+	0.681	0.768	106.775	106.775	0.000	29	0.709	0.877	1.035	0.243		406.195	41	0.680	839111965652733803	839111714694927522	839111714694927521	101	
1	C23H42N4O6	[M - H2O + H]+	C23H41N4O5+	1.000	0.333	101.317	94.735	6.583	34	0.937	0.098	0.499	-39730.855		453.307	41	0.682	839111939824207257	839111714808173738	839111714803979433	103	
1	C26H40N4O6	[M - H2O + H]+	C26H39N4O5+	1.000	0.333	103.621	97.418	6.204	35	0.916	0.275	0.358	-36959.868		487.292	41	0.682	839111967464673312	839111714858505390	839111714858505389	104	
1	C23H40N4O5	[M + Na]+	C23H40N4NaO5+	0.967	0.968	19.626	19.100	0.526	14	0.739	-0.349	0.367	0.524		475.289	41	0.682	839113737972707723	839111714908837042	839111714908837041	105	
1	C8H12N2O2	[M - H2O + H]+	C8H11N2O+	0.997	0.333	55.012	51.922	3.090	24	0.741	5.436	5.436	-119206.308		151.087	41	0.685	839111923697106639	839111714963362998	839111714959168693	106	
1	C13H26N2O4	[M - H2O + H]+	C13H25N2O3+	1.000	0.333	80.427	76.901	3.526	23	0.874	2.623	2.623	-70029.257		257.186	41	0.688	839111931506901646	839111715013694650	839111715013694649	107	
1	C22H40N4O6	[M - H2O + H]+	C22H39N4O5+	1.000	0.333	103.670	97.235	6.435	31	0.914	0.124	0.643	-40998.425		439.292	41	0.692	839111923881656083	839111715064026302	839111715064026301	108	
1	C10H16N2O3	[M - H2O + H]+	C10H15N2O2+	1.000	0.329	88.748	85.619	3.129	31	0.780	1.833	1.833	-92306.815		195.113	41	0.692	839111960376298865	839111715114357954	839111715110163649	109	
1	C6H11NO2S	[M - H2O + H]+	C6H10NOS+	0.614	0.276	9.616	9.616	0.000	2	0.020	1.272	1.272	-125031.360		144.048	42	0.692	839111923848101643	839111715210826954	839111715206632649	111	
1	C31H45N7O8	[M - H2O + H]+	C31H44N7O7+	1.000	0.333	66.182	59.916	6.266	24	0.925	-0.318	0.718	-28754.385		626.330	42	0.692	839111942244320892	839111715164689606	839111715160495301	110	
1	C16H24N2O4	[M - H2O + H]+	C16H23N2O3+	1.000	0.333	65.324	61.643	3.681	18	0.970	2.986	2.986	-61855.658		291.170	42	0.697	839111922006801914	839111715256964302	839111715256964301	112	
1	C10H17NO2S	[M + H3N + H]+	C10H21N2O2S+	1.000	0.333	110.757	107.805	2.952	30	0.807	2.616	2.616	0.406		233.132	42	0.697	839113778162529200	839111715357627606	839111715357627605	114	
1	C16H27NO5S	[M + H3N + H]+	C16H31N2O5S+	0.999	0.333	106.960	104.183	2.777	31	0.894	1.393	1.730	-0.026		363.195	42	0.698	839111953560554154	839111715307295954	839111715303101649	113	
1	C22H40N4O6S	[M - H2O + H]+	C22H39N4O5S+	0.999	0.333	82.074	82.074	0.000	35	0.899	-0.025	0.638	-38217.490		471.264	42	0.705	839111958543387855	839111715407959258	839111715407959257	115	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	1.000	0.333	52.978	49.946	3.032	6	0.921	2.859	4.023	-130458.935		138.055	42	0.706	839111929233588639	839111715504428258	839111715500233953	117	
1	C7H7NO2	[M - H2O + H]+	C7H6NO+	1.000	0.325	28.507	26.568	1.939	2	0.960	5.610	5.610	-150030.434		120.045	42	0.706	839111945234860030	839111715454096606	839111715454096605	116	
1	C7H8N2OS	[M - H2O + H]+	C7H7N2S+	0.904	0.333	11.245	11.245	0.000	3	0.012	3.031	3.031	-119248.940		151.033	43	0.709	839113839063824311	839111715546371302	839111715546371301	118	
1	C18H33N3O5	[M - H2O + H]+	C18H32N3O4+	1.000	0.333	124.231	121.621	2.610	40	0.956	0.760	0.858	-50842.815		354.239	43	0.711	839111924712128377	839111715596702954	839111715592508649	119	
1	C21H38N4O6S	[M - H2O + H]+	C21H37N4O5S+	1.000	0.333	82.003	82.003	0.000	31	0.915	-0.078	0.406	-39389.098		457.248	43	0.717	839111937135658078	839111715647034606	839111715642840301	120	
1	C11H21NO3	[M + H]+	C11H22NO3+	1.000	0.333	211.342	207.786	3.556	48	0.968	3.289	3.289	0.463		216.160	43	0.719	839111922375900721	839111715693171954	839111715688977649	121	
1	C11H21NO3	[M - H2O + H]+	C11H20NO2+	1.000	0.333	247.513	244.263	3.250	43	0.866	4.398	4.398	-90895.520		198.149	43	0.720	839111937613808775	839111715739309302	839111715739309301	122	
1	C7H13NO4	[M + Na]+	C7H13NNaO4+	1.000	1.000	175.286	172.602	2.684	30	0.487	5.560	5.560	3.137		198.074	43	0.721	839111935009145807	839111715789640954	839111715789640953	123	
1	C9H11FN2O3	[M - H2O + H]+	C9H10FN2O2+	0.770	0.333	45.277	41.285	3.991	11	0.514	1.842	4.824	-91395.466		197.071	43	0.721	839113661204360151	839111715839972606	839111715835778301	124	
1	C9H18N2O3	[M - H2O + H]+	C9H17N2O2+	1.000	0.333	138.409	138.409	0.000	38	0.905	4.571	4.571	-97286.344		185.129	44	0.729	839111929346834877	839111715886109954	839111715886109953	125	
1	C34H49N7O8	[M - H2O + H]+	C34H48N7O7+	1.000	0.333	99.457	92.571	6.887	38	0.938	-0.343	0.596	-27027.213		666.362	44	0.738	839111954453941002	839111715953218822	839111715953218821	126	
1	C6H18N3O5	[M - H2O + H]+	C6H17N3O4+	0.655	0.333	76.992	75.745	1.246	15	0.677	3.757	5.158	-92296.014		195.123	44	0.739	839111915878922961	839111716003550474	839111716003550473	127	
1	C9H9NO	[M + H3N + H]+	C9H13N2O+	0.570	0.333	68.611	68.611	0.000	15	0.634	0.971	0.971	0.488		165.102	45	0.744	839111915207834247	839111716058076430	839111716053882125	128	
1	C18H33N3O6	[M - H2O + H]+	C18H32N3O5+	0.911	0.333	114.219	114.219	0.000	40	0.825	0.317	0.357	-48646.391		370.234	45	0.744	839111927421649061	839111716200682778	839111716200682777	131	
1	C16H31N3O5	[M - H2O + H]+	C16H30N3O4+	1.000	0.333	175.711	172.587	3.124	45	0.936	0.357	0.893	-54873.718		328.223	45	0.748	839111924485635939	839111716154545430	839111716154545429	130	
