cluster index	parent mass	RTMean	ATTRIBUTE_group:GNPSGROUP:nan	ATTRIBUTE_group:GNPSGROUP:1F12	ATTRIBUTE_group:GNPSGROUP:Control_LB	ATTRIBUTE_group:GNPSGROUP:phzC	ATTRIBUTE_group:GNPSGROUP:pvdE	ATTRIBUTE_group:GNPSGROUP:R47	ATTRIBUTE_replicate:GNPSGROUP:nan	ATTRIBUTE_replicate:GNPSGROUP:1.0	ATTRIBUTE_replicate:GNPSGROUP:2.0	ATTRIBUTE_replicate:GNPSGROUP:3.0	ATTRIBUTE_replicate:GNPSGROUP:4.0
1	297.0824536022017	0.48884472	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2	539.1634833673904	0.48884472	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3	850.2514352521376	0.48020104	0	880999.6000000001	0.0	289849.85	278162.975	296816.55	0	288197.8	0.0	305456.15	1152175.025
4	425.3626122039863	0.49218234	0	2913708.425	4748258.5	3239032.75	2960516.0	3211868.875	0	3059828.5	3026822.85	3196010.8	3042463.9
5	463.13073064065895	0.49299502	0	847764.9	0.0	564860.525	0.0	0.0	0	599867.3	0.0	262495.875	550262.25
6	405.1346231162984	0.52617687	0	0.0	0.0	0.0	1837962.175	2543034.125	0	947148.575	1189052.475	1002119.2000000001	1242676.05
7	423.09110708641407	0.5269065	0	0.0	0.0	0.0	3336070.5250000004	4182193.25	0	1754197.925	1999730.925	1901719.3	1862615.625
8	155.0468446634948	0.5301615	0	4770992.375	0.0	6295697.375	1131148.125	3796294.575	0	7282482.25	1909906.45	3067256.5	3734487.25
9	127.01564085559014	0.53271854	0	1016737.725	0.0	1567080.0	282071.225	560513.2	0	1740804.2	339345.375	757433.3999999999	588819.175
10	299.2772141183813	0.5713733	0	8697041.0	0.0	1359344.1	3956894.125	686957.125	0	3589956.55	2996341.675	4147118.9	3966819.225
11	211.08668402423004	0.5456265	0	0.0	2815675.2	340216.225	0.0	325688.525	0	0.0	340216.225	325688.525	0.0
12	270.2427543361503	0.5556275	0	9797395.125	0.0	1379087.2000000002	3698620.65	764077.55	0	4118160.75	2995369.575	4142804.45	4382845.75
13	318.2403576351463	0.5524402	0	5471426.75	1637335.8	1457684.5	8789385.25	2382773.525	0	4333734.075	4267274.825	4961907.4	4538353.725
14	227.0713428845281	0.55711806	0	0.0	0.0	0.0	7629302.5	6460286.75	0	3676658.625	3363939.125	4004662.125	3044329.375
15	207.05546579365657	0.5562983	0	0.0	0.0	18413746.75	168943750.0	153034440.0	0	81172088.75	84831714.5	96217682.0	78170451.5
16	179.06027690812348	0.55778646	0	0.0	0.0	0.0	7228061.0	6635028.75	0	3187072.5	3486614.75	3895950.5	3293452.0
17	227.0765751008321	0.55182445	0	0.0	0.0	1339130.625	2170806.75	2858703.125	0	1957457.825	1921442.725	660461.45	1829278.5
18	171.0553286960745	0.55786407	0	0.0	0.0	912283.7	2574979.8	2356313.5	0	1200454.475	1555581.4000000001	1591961.2000000002	1495579.925
19	225.06600116948675	0.5579236	0	0.0	0.0	101237902.5	875485235.0	765960015.0	0	431074235.0	429085720.0	488145152.5	394378045.0
20	320.2560076835912	0.5601888	0	6144541.0	3440429.8	3252762.7	11521758.75	4246955.375	0	7608265.625	5716847.125	6318057.75	5522847.325
21	189.06589394659835	0.5600423	0	0.0	0.0	1591342.5	3281523.625	3034599.95	0	1938854.775	2162795.75	1994909.6749999998	1810905.875
22	281.26680885383814	0.5643288	0	16730699.0	5861589.5	7809519.125	23254601.0	6013867.125	0	17636753.5	11628371.625	11813751.75	12729809.375
23	254.24780304893247	0.57599163	0	1593586.6	0.0	516488.85	1258993.65	0.0	0	1283206.2999999998	376842.2	777942.7	931077.9
24	241.0607368251791	0.5626819	0	0.0	0.0	1656056.25	11260322.5	9042804.75	0	5152794.3	5251588.2	6131658.25	5423142.75
25	158.06014063377626	0.56424385	0	0.0	19332288.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
26	227.01329093747825	0.56327355	0	0.0	0.0	2764325.55	3138055.0	1565387.5	0	1711545.825	2079305.675	2405990.55	1270926.0
27	263.2369921047413	0.56488895	0	9472227.75	2849004.0	4242196.375	11668549.5	3062785.95	0	9153529.125	5957922.925	6483261.075	6851046.45
28	280.2635229159522	0.565328	0	83217337.5	26763870.0	38313743.5	108393772.5	28298293.5	0	83519801.0	55580826.0	59028470.5	60094049.5
29	245.2264151480119	0.5647267	0	2454155.6	0.0	447762.625	2772797.425	0.0	0	2171869.3	1122794.25	1135356.375	1244695.725
30	297.2617732839644	0.5792371	0	16236451.25	0.0	5047217.875	11415856.625	4074458.3	0	8029260.925	8649532.375	9087241.375	11007949.375
31	266.24782097332815	0.57395625	0	2409967.45	0.0	990450.25	2661176.0	338035.225	0	2517339.475	1424612.925	1156466.425	1301210.1
32	254.17502064359127	0.5726294	0	2687058.95	1945748.5	2745855.55	1573038.425	2055066.1749999998	0	2230622.5	2359449.25	1846062.025	2624885.325
33	205.1701474559788	0.5747751	0	0.0	2622798.2	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
34	278.2480206887413	0.5750274	0	16226227.5	6952692.5	11775694.75	14680122.75	9558660.625	0	14818604.25	11101127.625	12270087.5	14050886.25
35	415.21160513605247	0.57513523	0	10483783.0	5567039.0	8245121.75	6741790.25	7413391.625	0	8698604.5	7117474.875	7718656.0	9349351.25
36	298.2738621643734	0.57555634	0	43938920.0	0.0	6912855.875	17921952.5	6122301.0	0	16101974.375	16095372.0	20876509.25	21822173.75
37	235.20566360386897	0.5789523	0	2915558.925	0.0	1340925.725	2600469.475	796651.775	0	2727558.7	1543611.525	1355397.875	2027037.8
38	296.2584365944408	0.57630545	0	81046230.5	4286551.0	22877115.5	54718019.5	19887143.5	0	38500090.0	40669236.5	44288984.5	55070198.0
39	279.23208863747175	0.578622	0	7024004.875	0.0	2378472.8	4421118.625	1612537.5	0	3306949.775	3061902.0	3964390.9	5102891.125
40	268.22714709400515	0.5782163	0	9320511.375	0.0	3720257.65	6983109.7	2068953.9	0	6313953.5	4789773.3	4840077.375	6149028.45
41	241.12220693090543	0.5800458	0	0.0	0.0	2469607.225	1585683.325	1153164.475	0	1000333.9	1348126.05	1260509.875	1599485.2
42	314.2688745765514	0.5799247	0	16724559.75	0.0	7301198.625	9999194.75	5693715.25	0	8521026.875	8925774.375	10030276.125	12241591.0
43	252.2322258134916	0.58049494	0	19073051.5	3727470.2	12756426.25	17980927.25	8978789.75	0	19137172.0	12363483.875	13115884.875	14172654.0
44	123.08065445763444	0.58246243	0	1758096.2	1038958.25	1676383.975	621482.9	1029943.9	0	1070602.375	1565223.2	867137.625	1582943.775
45	295.2463164464094	0.5897424	0	5584635.45	0.0	3063277.15	3401725.575	1627313.6749999998	0	3426894.9	1807646.575	4027066.1	4415344.275
46	334.2352478823613	0.5821381	0	6567661.625	0.0	5112069.75	6313106.875	4454836.05	0	5292944.0	4773600.375	5979480.05	6401649.875
47	286.23773581902105	0.58571625	0	3501985.95	3866520.8	3321354.05	2387699.3499999996	2449955.15	0	2612759.425	3080031.45	3012970.125	2955233.5
48	312.2532283666196	0.5852927	0	15086322.25	0.0	7475991.5	10161363.75	5946205.375	0	8744190.0	7960110.625	9998254.25	11967328.0
49	193.05289327171403	0.58872354	0	0.0	0.0	23871341.625	36964381.0	28903292.5	0	19605158.0	26913948.0	25463232.5	17756676.625
50	292.22702869831664	0.5882922	0	14538939.5	0.0	8785794.125	13206741.75	5442479.375	0	12667435.0	8614657.125	9477350.125	11214512.5
51	279.25132445845554	0.5817691	0	3308605.375	1440157.1	2535532.55	3283637.8	2031715.925	0	3059979.7	2277544.0	2694303.575	3127664.375
52	294.2428973669563	0.5886426	0	28571708.0	1416210.5	14148692.75	20505829.5	11564390.5	0	17731918.5	15644634.25	19182497.5	22231570.5
53	336.2510436785586	0.5888177	0	8688686.125	0.0	6155654.25	6509233.0	5657831.5	0	5512075.25	6236834.375	7207057.625	8055437.625
54	258.20643018902683	0.5919734	0	2193340.825	2931651.2	2479487.05	1540715.725	1900992.75	0	1958940.725	2144634.475	1989127.025	2021834.125
55	339.25301290053443	0.5896023	0	333727.625	0.0	42223351.0	24652050.0	26754792.0	0	20994386.0	25191497.125	22786129.0	24991908.5
56	157.0761429161077	0.59039307	0	0.0	0.0	4706729.375	8010008.25	6210102.375	0	4373363.75	5499711.875	5164814.25	3888950.125
57	276.2323767498379	0.59148383	0	5113655.45	1454094.5	3841757.2	3859974.45	3134673.95	0	3956486.9749999996	3489292.925	4153156.075	4351125.075
58	193.1700471671816	0.59253764	0	1724457.05	3273907.2	2274957.0	2413566.725	1908877.05	0	1441985.95	2394414.65	2270070.625	2215386.6
59	321.24241880900377	0.5903348	0	0.0	0.0	4466628.775	2694492.4	2738300.5500000003	0	2298768.725	2504049.125	2282809.875	2813794.0
60	145.07608810262633	0.5944305	0	2185682.825	1489874.1	2278867.125	4114976.675	3719207.7	0	3006257.125	3014274.225	3151096.75	3127106.225
61	211.144236501358	0.5976379	0	146192792.5	153692830.0	146457232.5	122628136.0	138247615.0	0	137607330.0	141132915.0	144125560.0	130659971.0
62	320.22191251928945	0.59769475	0	2465029.55	9394900.0	5032880.5	3377562.525	3435862.4	0	3409304.4	3983905.325	3227694.2249999996	3690431.025
63	310.2376333306235	0.5985012	0	12312225.0	0.0	6747298.125	8911168.625	5250809.0	0	7924096.0	7023797.125	8388714.75	9884892.875
64	327.1914244411427	0.60290253	0	3224002.625	4283107.5	3509820.1500000004	2591971.425	2513941.525	0	2815932.625	3208601.475	2787800.2	3027401.425
65	316.28456899242497	0.60439116	0	7591094.25	0.0	4621131.675	6460019.25	4106057.425	0	5688933.75	4972594.375	5650986.725	6465787.75
66	226.0695327815857	0.56157804	0	0.0	0.0	8980002.875	147257789.0	135585807.5	0	69601217.75	73477597.875	80857989.75	67886794.0
67	311.2218143094788	0.60621226	0	0.0	0.0	8117590.0	5820550.625	5201095.25	0	4208448.0	5015362.375	4591955.875	5323469.625
68	159.09177926671617	0.6071657	0	3292919.8	0.0	13910525.45	18675734.2	18613885.25	0	10658566.55	15263472.95	16117571.075	12453454.125
69	292.1908885353754	0.61339587	0	3780894.1	5595896.0	4455844.375	3403420.75	3572025.0	0	3742509.575	3972432.0	3786520.975	3710721.675
70	226.143554456848	0.61615884	0	7235263.125	0.0	4463725.0	5227157.0	3312814.65	0	4819136.45	3930886.825	5446011.0	6042925.5
71	308.22182123797444	0.6190133	0	5126470.425	0.0	2691698.675	3648333.925	2193355.95	0	3260988.5	2714218.775	3489085.125	4195566.575
72	328.2482377687298	0.62168485	0	6728809.0	0.0	3834381.85	5256930.125	3333016.35	0	4495235.425	3827927.35	4861354.45	5968620.1
73	557.2976088995839	0.62894964	0	3550854.3	4392439.5	10015567.0	9032539.625	8539343.125	0	7754467.325	7771676.0	7260872.55	8351288.175
74	410.2288335221045	0.6301746	0	3976181.725	5572624.0	3360413.475	3109294.25	3290743.25	0	3537581.85	3494495.5250000004	3152067.775	3552487.55
75	531.2795706346707	0.63187057	0	2981776.9	6116214.0	3417241.0	2645618.65	3198530.35	0	3077518.95	3108936.65	2842207.725	3214503.575
76	268.1656839967432	0.63331836	0	5703345.375	0.0	4778009.5	3439215.8499999996	5037286.75	0	5346505.375	4859886.075	4063775.325	4687690.7
77	509.2974966696933	0.6334695	0	12102829.25	19471816.0	11450972.25	9891731.0	10847072.0	0	11550102.75	11011827.25	10039957.0	11690717.5
78	197.1284513300349	0.6371329	0	80615247.5	88556640.0	79620140.0	70792934.5	74170738.5	0	76852753.5	77473920.0	73329258.5	77543128.5
79	430.2010043624673	0.63748676	0	5740681.875	4932660.0	4933310.0	4134475.45	4543636.325	0	4900301.075	4919266.5	4478130.0	5054406.075
80	344.24325422358106	0.6391409	0	9896173.125	0.0	5998926.25	8310642.875	5354141.25	0	7335347.125	5905121.625	7156385.875	9163028.875
81	330.263867382778	0.63952273	0	7433868.3	0.0	4218872.125	6093635.575	3966388.675	0	5222854.45	4285516.05	5359576.925	6844817.25
82	378.2366769923847	0.63984036	0	4224071.3	8359567.5	4759890.75	3333826.925	4519169.7	0	4252617.375	4436118.25	3922975.575	4225247.475
83	264.1596090029244	0.64102566	0	4256163.625	6539263.5	4430761.55	3671569.3	4194218.375	0	4249661.375	4259065.5	3820191.425	4223794.55
84	564.3595775688649	0.64718056	0	2194955.35	1798481.5	2152636.175	1840301.8	3385134.8	0	2979121.3	1916759.3250000002	2348515.875	2328631.625
85	271.2017671491932	0.64356387	0	3036475.2	3956673.8	3117291.825	2772425.7	2925608.5	0	2992677.125	2934217.0	2855210.275	3069696.825
86	356.254472958349	0.6459241	0	70520002.5	119044080.0	74355900.0	65716897.5	70150950.5	0	69879560.5	71586952.5	67565091.0	71712146.5
87	390.2388382045174	0.6483901	0	12198155.0	19726600.0	13277044.5	11673133.25	12234763.0	0	12039392.25	12834848.25	12075968.25	12432887.0
88	376.2230688068004	0.6536851	0	5813025.875	11961736.0	6175581.25	5583424.25	5590269.375	0	5400998.125	6337576.25	5552538.875	5871187.5
89	476.3072942626852	0.6553219	0	1646510.95	2490870.8	2703398.625	1858918.725	5406196.075	0	4767963.175	2009378.5499999998	2846500.4	1991182.25
90	245.12857138451685	0.65501827	0	143788270.0	169920660.0	143080637.5	131916115.0	136935600.0	0	135175162.5	145323250.0	133185480.0	142036730.0
91	227.18343273023177	0.66203403	0	5441345.75	0.0	4512810.3	3512316.1	5068072.55	0	4743579.425	4390376.05	5039127.3	4361461.925
92	520.3332860098291	0.6544395	0	1890876.75	2248837.2	2650240.325	2045586.5250000001	4550954.175	0	4067985.4	2226109.275	2821773.4749999996	2021789.625
93	181.0972230113015	0.6569737	0	24422718.0	21428034.0	22087129.0	21476190.0	22306471.5	0	21698998.5	23785835.5	21037580.5	23770094.0
94	342.23876090482105	0.6593145	0	20700845.5	26207724.0	21831303.0	20564943.5	20145861.5	0	19476041.0	22491219.5	20653572.0	20622121.0
95	244.1911518895518	0.6593017	0	18582487.25	2223857.5	14728452.75	12561483.75	17739141.375	0	17641780.0	14633079.0	16953496.125	14383210.0
96	180.174781237239	0.6627121	0	4404719.875	0.0	3950062.7	2696407.175	4348384.775	0	3510482.875	3801433.25	4228017.9	3859640.5
97	374.2108096374067	0.66859597	0	4095419.075	6259588.5	4266121.5	3744742.85	3827185.2	0	3748697.975	4244955.95	4040848.575	3898966.125
98	216.10206329063163	0.6690518	0	5153086.875	10267463.0	6154005.375	5874602.5	5439698.375	0	5266784.875	5856551.25	5682579.5	5815477.5
99	473.27627089670057	0.6714908	0	15084322.0	26522584.0	15901175.25	14084541.25	13577355.0	0	13766323.5	15470802.0	14800832.5	14609435.5
100	229.10058763616672	0.6728839	0	32583346.5	26309004.0	29513672.0	24931726.0	26076588.0	0	28391422.0	29276889.0	28879964.0	26557057.5
101	406.1949207904932	0.6777296	0	4666393.925	5250473.5	5304569.375	2933179.125	4642059.5	0	4388515.425	4884375.625	3779013.125	4494297.75
102	384.2130554278432	0.68035245	0	44164803.0	46810820.0	47802992.5	35960481.0	38898572.0	0	41675413.0	42089970.0	42716525.5	40344940.0
103	453.307419696941	0.681584	0	144819777.5	147105250.0	154679122.5	120396187.5	127351969.0	0	136626516.5	138445835.0	142049585.0	130125120.0
104	487.2918187938676	0.6816446	0	32770353.0	31044478.0	34643033.5	27253485.5	29338831.5	0	30860258.0	31631626.5	31747546.5	29766272.5
105	475.2893352936377	0.6823625	0	15919209.75	14398762.0	17607239.75	12711332.0	14298586.0	0	14922418.25	15413926.25	16113428.0	14086595.0
106	151.08667267364385	0.6853839	0	8429724.625	46975880.0	9065636.375	7231901.0	8453690.875	0	7970533.25	7946564.875	8598503.75	8665351.0
107	257.18598923102286	0.68807346	0	14567885.75	14457625.0	15307338.5	11798377.75	12229899.75	0	13382471.25	13704613.0	14244900.75	12571516.75
108	439.291792840181	0.69142497	0	46667234.0	41760584.0	49016034.0	38357810.5	40516659.0	0	43763648.5	43758844.5	45862141.0	41173103.5
109	195.1131037877877	0.69146925	0	14836053.5	12676710.0	13981352.5	11881329.75	12655867.0	0	13426811.75	13482798.0	13410756.5	13034236.5
110	626.3304856246192	0.6918265	0	7220004.375	9981961.0	7265956.5	6066665.375	6152502.375	0	6675158.875	6615975.75	7035374.0	6378620.0
111	144.0478299522202	0.69267833	0	10928811.75	11560296.0	12273204.75	10893218.75	11253837.0	0	11092933.25	11510447.75	11636077.75	11109613.5
112	291.17035118124454	0.69659895	0	7901920.5	6953870.0	7654751.125	5490253.25	6124075.0	0	6723445.875	6953552.0	7112814.625	6381187.375
113	363.1948108245752	0.6979406	0	9953576.375	0.0	2739715.975	2487591.25	2764679.575	0	4816609.075	4773829.825	4636524.95	3718599.325
114	233.1319169485588	0.6972469	0	10325075.125	0.0	2946124.5	2115949.575	2877604.425	0	4487991.7	5045173.575	4796325.425	3935262.925
115	471.26362460178206	0.7049141	0	9234595.375	10959169.0	9572795.875	7745588.75	8135773.0	0	8614210.125	8969565.25	8813118.625	8291859.0
116	120.0446094172222	0.7060909	0	141186997.5	8426516.0	54737118.5	39022780.5	65647837.5	0	72211561.0	76957354.0	76201786.5	75224032.5
117	138.05501286163363	0.7060909	0	58937750.0	4379332.0	22967328.75	16538413.0	27398074.0	0	30133654.5	32325648.0	31822000.5	31560262.75
118	151.03253550731506	0.7100595	0	0.0	0.0	6396410.75	9645959.75	6613901.875	0	5154346.75	5637420.0	5645153.5	6219352.125
119	354.23880359854564	0.7104481	0	5391118.125	8558661.0	5490077.625	4478918.45	4628620.75	0	4974147.5	5164129.25	4856515.95	4993942.25
120	457.24789525170667	0.7175304	0	8096899.5	9786234.0	8656899.875	7198476.5	7490681.625	0	7642343.125	8517785.375	7420129.25	7862699.75
121	216.1595175985356	0.7194034	0	3741705.125	0.0	4940789.625	2735438.65	5755803.375	0	4093231.9	4273722.2	4551107.85	4255674.825
122	198.1485997162657	0.71942973	0	7844936.375	0.0	10114005.125	4849033.5	11447703.75	0	8416741.075	8399972.425	8893191.25	8545774.0
123	198.07430220750445	0.7211823	0	0.0	0.0	2263506.375	38004953.5	35516495.0	0	20539895.775	19729714.95	20181802.875	15333541.275
124	197.07122864670305	0.72116494	0	0.0	0.0	20047877.0	316244980.0	300478410.0	0	171330321.0	164339841.0	167183750.0	133917355.0
125	185.12854151546853	0.7284167	0	5610718.5	6730136.0	6136551.25	5123401.0	5527675.0	0	5182979.625	5588537.0	5561437.5	6065391.625
126	666.3616412850356	0.7379032	0	7865281.75	0.0	12201732.0	11453080.25	10185300.0	0	9682491.0	10754283.25	10423440.0	10845179.75
127	195.12286147579167	0.73913974	0	5325758.875	2461208.8	4781957.425	4704470.325	5241515.375	0	5084379.625	5288740.625	4754581.55	4926000.2
128	165.10232070435907	0.74372184	0	7029654.5	8260088.5	7038963.0	6654685.625	6378991.5	0	6739780.375	6944283.0	6607566.0	6810665.25
129	524.2872660768484	0.74811554	0	3132128.875	5679589.0	2745129.75	2787090.625	2569474.05	0	2887915.325	3004971.8	2556910.95	2784025.225
130	328.2228394228233	0.7477862	0	4517101.075	5241743.0	5066303.125	4387196.0	4164907.35	0	4492875.25	4789090.25	4263120.8	4590421.25
131	370.2336843705791	0.7477059	0	4387923.375	6253157.5	4710916.45	4175943.45	3956323.225	0	4318233.375	4597932.125	4007079.625	4307861.375
132	202.1437867016757	0.7502081	0	3177833.3	0.0	2084610.1	2520680.125	2002961.3	0	2487812.175	1936356.975	2381177.8	2980737.875
133	184.1332836321496	0.7540193	0	6651900.075	0.0	4559102.575	5436183.075	4396167.625	0	5286242.95	4268893.575	5185977.95	6302238.875
134	272.25852505757246	0.74306154	0	0.0	0.0	0.0	427218.525	0.0	0	427218.525	0.0	0.0	0.0
135	316.3209614543771	0.75510323	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
136	174.11253088149138	0.7556511	0	7023649.875	2909832.0	8758512.0	9863143.25	8020210.75	0	8190074.5	8376106.375	8191164.25	8908170.75
137	193.0973224402437	0.7558077	0	4739769.625	5027937.5	4631808.375	4632087.0	4337397.375	0	4775353.25	4622657.625	4335487.25	4607564.25
138	169.09721771082727	0.7624367	0	19677003.0	26443098.0	18025354.5	17645631.75	18398696.5	0	18431017.75	18039611.0	17358363.0	19917694.0
139	511.2556246145832	0.7657229	0	94270565.0	90873464.0	79705087.5	77050052.5	78043625.0	0	85812332.5	84699562.5	76491427.5	82066007.5
140	152.07065268836104	0.7702152	0	6326102.625	6035628.5	6178062.25	6038454.75	6354793.125	0	6050881.75	6156228.5	6374576.25	6315726.25
141	164.0705787137261	0.7728409	0	3639393.0	5435062.0	3835887.0	3293855.0	3680439.325	0	3549791.2	3631270.75	3523770.8	3744741.575
142	284.139400779319	0.7732211	0	29857780.0	35923544.0	27333456.0	25052440.0	27679450.5	0	27768793.0	27425822.0	25490542.5	29237969.0
143	130.06523863622627	0.77368814	0	5214688.75	4210805.0	4431077.75	4096733.175	4483429.075	0	4622311.625	4609220.825	4351316.625	4643079.675
144	341.1244600968679	0.7741159	0	4286842.45	6078671.5	3890767.775	3508409.775	3884553.575	0	4108170.575	3936567.75	3595448.05	3930387.2
145	160.0757432716678	0.7812762	0	346256732.5	1777672.8	242657285.0	238276755.0	264895477.5	0	278124982.5	282167700.0	261143600.0	270649967.5
146	188.0741123498988	0.785091	0	4772291.8	5037560.5	4397701.0	4474350.125	4632490.625	0	4606742.875	4849275.125	4441168.875	4379646.675
147	258.1237830644042	0.7959724	0	5015882.875	6253177.0	4323565.925	4110221.5	4920782.625	0	4503585.5	4769963.7	4562375.675	4534528.05
148	320.17155078774147	0.7952688	0	7491090.0	0.0	0.0	0.0	0.0	0	2407711.25	2063162.0	1388702.5	1631514.25
149	201.1022959481741	0.796166	0	27389175.5	0.0	25728676.0	26025006.0	28160828.5	0	25980699.5	26940236.0	27124355.5	27258395.0
150	356.2179693889586	0.7983894	0	5883031.75	6973121.0	6801638.75	6557201.5	7172284.375	0	6273499.0	6808249.625	6625229.25	6707178.5
151	429.2498132159984	0.7991963	0	5674485.875	6597981.5	4898911.5	4736592.125	5431659.375	0	5058380.5	5258157.125	5085873.125	5339238.125
152	425.27580333014095	0.8540787	0	6930659.0	6607849.5	8864394.625	9320024.75	8289339.5	0	7731405.75	7971132.125	8403642.25	9298237.75
153	173.0709755388244	0.80452776	0	5279536.625	5780969.0	6990875.0	7010042.0	7100016.875	0	6521396.5	6546377.75	6564725.375	6747970.875
154	233.1032489342296	0.81073874	0	4618256.125	5251488.5	4723826.125	4616146.875	5094004.75	0	4805423.75	4669359.25	4630294.25	4947156.625
155	151.09643613949578	0.8140941	0	0.0	0.0	0.0	0.0	271944.15	0	0.0	0.0	271944.15	0.0
156	210.11014015309337	0.8133487	0	5567553.5	0.0	5566127.0	4779155.5	7128082.25	0	5146725.25	5329848.875	6374501.625	6189842.5
157	124.11224745963872	0.8141865	0	4556913.2	0.0	4453596.625	3824082.125	5734969.625	0	4324197.875	4481621.2	5015334.375	4748408.125
158	170.11755319888135	0.8146201	0	56407229.0	0.0	53021145.0	45906523.5	72481900.0	0	52731957.0	50365366.5	63764001.5	60955472.5
159	300.13429737653576	0.8188955	0	11420415.25	13711540.0	10503869.25	11325993.25	11095225.5	0	11117991.0	11326705.25	10881672.75	11019134.25
160	321.14769488834327	0.8195491	0	0.0	0.0	3762923.45	4516547.675	2598354.575	0	2633156.475	2545550.5	2829372.175	2869746.55
161	437.27596184601583	0.81936014	0	4490941.75	7346115.5	4148976.625	4536333.5	4324619.3	0	4356847.5	4316891.75	4359245.05	4467886.875
162	191.08499942592363	0.8200996	0	0.0	0.0	5672186.75	6736887.875	3746128.675	0	3723801.8	3868525.0	4246355.0	4316521.5
163	243.08772930441373	0.820517	0	4998170.625	3453617.0	3348900.675	3198823.825	3321701.95	0	3575763.9	3898298.675	3710318.475	3683216.025
164	217.09724309784968	0.82267755	0	18682988.0	0.0	19829225.5	19416117.5	20487729.0	0	19156493.5	19585248.0	20031823.5	19642495.0
165	586.3241358366694	0.829194	0	1943770.475	1682188.5	6217593.5	5798907.625	5501247.625	0	4858599.25	5075226.75	4623822.425	4903870.8
166	151.0866696999341	0.8342957	0	20019472.5	2549181.5	17938150.25	18276752.0	18690745.5	0	17639355.75	19303762.5	18796823.0	19185179.0
167	510.292699530271	0.8342453	0	7421371.375	5995014.5	7209536.0	7351985.375	7066031.75	0	7115596.125	7826602.25	6907392.75	7199333.375
168	526.3028717369749	0.8462191	0	21033519.5	18997660.0	20027894.5	19029070.75	20168032.0	0	20349292.5	21725333.0	17484746.75	20699144.5
169	151.1230030163963	0.8476273	0	6031357.125	8727734.0	6851346.375	6742580.875	6165709.5	0	5726764.875	6986163.0	6374546.75	6703519.25
170	627.4079058003982	0.8501833	0	9851784.875	12849279.0	9639772.5	8293843.5	9703219.5	0	9022598.125	9743235.375	7971897.25	10750889.625
171	204.1242506951953	0.8506383	0	24636822.5	11725259.0	23617209.5	22220391.5	23261560.5	0	23352955.5	24347519.0	22376165.5	23659344.0
172	315.21034305259354	0.84980714	0	34326722.0	36715972.0	34648305.5	32365985.5	33846984.0	0	33005205.0	35781778.0	30594508.5	35806505.5
173	336.18926117693	0.85186	0	8565581.25	8691559.0	8774305.625	7542139.25	8391568.0	0	8471487.75	8744896.5	7376405.125	8680804.75
174	314.20736653051404	0.8519033	0	199563237.5	202362370.0	196275230.0	181288875.0	188701222.5	0	191993522.5	200670210.0	171685895.0	201478937.5
175	626.330200509215	0.8523601	0	10185385.5	10726384.0	10289308.5	9783662.5	10153576.5	0	10225178.75	10725082.75	9021060.75	10440610.75
176	229.15465666193387	0.85349864	0	6222167.25	5840900.0	5678522.5	5095860.25	5253345.0	0	5423354.875	6046387.875	4929564.75	5850587.5
177	215.1391269353753	0.85436827	0	10639857.0	10204211.0	9756072.75	9286167.25	9379590.0	0	10269868.5	9961898.75	9059399.0	9770520.75
178	186.1125193050876	0.85664386	0	5613989.0	0.0	5185643.875	5179496.0	5205612.875	0	5392112.75	5709871.25	5037170.875	5045586.875
179	181.09714783213823	0.860753	0	18531241.5	16572728.0	19450053.0	18579596.0	19095794.0	0	18560626.5	19133476.0	18734415.5	19228166.5
180	153.10227314025167	0.8611496	0	9681922.0	8520854.0	10140393.5	9599033.75	9819481.25	0	9726722.5	9884163.75	9585907.0	10044037.25
181	199.10776993698127	0.8611477	0	158780080.0	151749760.0	153228867.5	155594327.5	158524825.0	0	157568147.5	164652020.0	151644637.5	152263295.0
182	425.2758268754192	0.85896915	0	6217536.75	7047479.0	8653530.625	8440169.625	7639969.125	0	7228766.125	7484980.5	7502236.875	8735222.625
183	344.21788005168844	0.8666967	0	6172592.5	6540276.5	7426625.75	7054506.25	6468211.125	0	6102273.0	6734095.25	6825327.25	7460240.125
184	174.1125083659065	0.87122726	0	5162379.55	0.0	3461556.375	5022768.625	3490742.0	0	4206668.75	3525663.8	4523273.45	4881840.55
185	156.10190472647977	0.87247473	0	17395626.75	0.0	10915998.25	16516996.0	10980379.0	0	12737332.0	11986106.5	14729464.25	16356097.25
186	433.242137091486	0.87354106	0	13363568.25	13528834.0	16835445.25	16104799.0	13785578.0	0	13632817.25	14595963.0	14690057.25	17170553.0
187	155.08152387854713	0.875501	0	58158546.5	18609292.0	58989194.5	69148815.5	55974978.5	0	50811957.5	57722246.5	65630203.5	68107127.5
188	345.1655748440912	0.87516844	0	7021517.25	7878120.0	8101149.125	7610188.625	7197006.625	0	7509278.75	7524324.75	7180683.25	7715574.875
189	304.1325116358741	0.87587416	0	15007060.5	0.0	24393895.5	20321356.0	22398260.0	0	19904171.0	20778671.0	20620209.25	20817520.75
