feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_group:GNPSGROUP:1F12	gnps_mn_ATTRIBUTE_group:GNPSGROUP:Control_LB	gnps_mn_ATTRIBUTE_group:GNPSGROUP:phzC	gnps_mn_ATTRIBUTE_group:GNPSGROUP:pvdE	gnps_mn_ATTRIBUTE_group:GNPSGROUP:R47	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:1.0	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:2.0	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:3.0	gnps_mn_ATTRIBUTE_replicate:GNPSGROUP:4.0	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
15	sirius	1.0	canopus	canopus	canopus	1.0	C13H8N2O2	[M - H2O + H]+	C13H7N2O+	Alkaloids	0.993	Anthranilic acid alkaloids	1.0	Phenazine alkaloids	1.0	Organoheterocyclic compounds	0.999	Diazanaphthalenes	0.998	Benzodiazines	0.999	Quinoxalines	0.999	Phenazines and derivatives	0.928	Organic compounds; Organoheterocyclic compounds; Pyrazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Phenazines and derivatives; Quinoxalines; Carboxylic acids; Diazines; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	207.055	33.0	0.556	8.391119168058643e+17	8.391117096743453e+17	8.39111709670151e+17																																																																																															1.0	1.0	0.665	0.927	-21.66	1.0	0.333	24.19	C13H8N2O2	[M - H2O + H]+	C13H7N2O+	JGCSKOVQDXEQHI	InChI=1S/C13H8N2O2/c16-13(17)8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,(H,16,17)	Tubermycin B	C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O	2.2	7097402;95069	PUBCHEMANNOTATIONBIO:(null);MiMeDB:(MMDBc0008900);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0164558);MESH:(95069 7097402);PUBCHEM:(7097402 95069);GNPS:(CCMSLIB00000072561);COCONUT:(CNP0254586);METACYC:(CPD-9522);PLANTCYC:(CPD-9522);CHEBI:(62248 62412);KEGG:(C21442);DSSTox:(DTXSID30180026 DTXSID60150717);LOTUS:(Q27131864);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138901854566.0	207.055	33.0	0.556	8.391119168058643e+17	8.391117096743453e+17	8.39111709670151e+17		207.05546579365657	0.5562983	0	0.0	0.0	18413746.75	168943750.0	153034440.0	0	81172088.75	84831714.5	96217682.0	78170451.5	220		
16	sirius	1.0	canopus	canopus	canopus	1.0	C8H13OP	[M + Na]+	C8H13NaOP+	Fatty acids	0.063	Monoterpenoids	0.136	Pyridine alkaloids	0.012	Organophosphorus compounds	0.951							Organophosphorus compounds	0.951	Organic compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	179.06	33.0	0.558	8.391119180641556e+17	8.391117097414542e+17	8.391117097414542e+17																																																																																															1.0	1.0	0.097	0.097	-59.94	0.995	0.997	82.461	C8H13OP	[M + Na]+	C8H13NaOP+	NVRDVMILQQVEPJ	InChI=1S/C8H13OP/c1-4-7(2)5-6-8(3)10-9/h4-6,9-10H,1H2,2-3H3	[(2E,4Z)-5-methylhepta-2,4,6-trien-2-yl]phosphinous acid	CC(=CC=C(C)PO)C=C	2.2	141887820	PUBCHEM:(141887820)	2.0	179.06	33.0	0.558	8.391119180641556e+17	8.391117097414542e+17	8.391117097414542e+17		179.06027690812348	0.55778646	0	0.0	0.0	0.0	7228061.0	6635028.75	0	3187072.5	3486614.75	3895950.5	3293452.0	-1		
17	isdb & sirius	1.0	canopus	canopus	canopus	3.0	C8H18O3S2	[M + H]+	C8H19O3S2+	Fatty acids	0.995	Fatty Acids and Conjugates	0.786	Thia fatty acids	0.745	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.682	Carboxylic acids	0.767			Carboxylic acids	0.767	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	227.076	32.0	0.536	8.391119172001289e+17	8.391117098127574e+17	8.391117098085631e+17																																															221.0	Amino acids and Peptides	0.5	Small peptides	0.5	Aminoacids	0.5	1.0	0.92519224	ISDB									CNWOWHSRWIMIIY							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.7007689476013184	1.0	1.0	3.0	0.011	0.011	-149.698	0.195	0.301	4.805	C8H18O3S2	[M + H]+	C8H19O3S2+	MCINHQIUGNVTLG	InChI=1S/C8H18O3S2/c12-7-5-10-3-1-9-2-4-11-6-8-13/h12-13H,1-8H2	Bis-PEG3-thiol	C(COCCS)OCCOCCS	0.4	12090042	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(12090042);DSSTox:(DTXSID90477383)	137506062338.0	227.076	32.0	0.536	8.391119172001289e+17	8.391117098127574e+17	8.391117098085631e+17		227.0765751008321	0.55182445	0	0.0	0.0	1339130.625	2170806.75	2858703.125	0	1957457.825	1921442.725	660461.45	1829278.5	221		
18	sirius	1.0	canopus	canopus	canopus	1.0	C10H8N2O2	[M - H2O + H]+	C10H7N2O+	Alkaloids	0.766	Anthranilic acid alkaloids	0.578	Phenazine alkaloids	0.347	Benzenoids	0.968							Benzenoids	0.968	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	171.055	33.0	0.553	8.391119152791374e+17	8.391117098798662e+17	8.391117098756719e+17																																																																																															1.0	1.0	0.083	0.093	-91.937	0.997	0.31	13.242	C10H8N2O2	[M - H2O + H]+	C10H7N2O+	KLMWJDGRIJPPSS	InChI=1S/C10H8N2O2/c13-10(14)8-3-1-4-9(7-8)12-6-2-5-11-12/h1-7H,(H,13,14)	3-(1H-pyrazol-1-yl)benzoic acid	C1=CC(=CC(=C1)N2C=CC=N2)C(=O)O	1.575	7019466;2795546	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(7019466 2795546);DSSTox:(DTXSID20383766)	137506062338.0	171.055	33.0	0.553	8.391119152791374e+17	8.391117098798662e+17	8.391117098756719e+17		171.0553286960745	0.55786407	0	0.0	0.0	912283.7	2574979.8	2356313.5	0	1200454.475	1555581.4	1591961.2000000002	1495579.925	-1		
19	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C13H10N2O3	[M - H2O + H]+	C13H9N2O2+	Alkaloids	0.979	Anthranilic acid alkaloids	0.999	Phenazine alkaloids	1.0	Organic acids and derivatives	0.97	Carboxylic acids and derivatives	0.934	Amino acids, peptides, and analogues	0.696	Amino acids and derivatives	0.695	Amino acids	0.679	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Phenazines and derivatives; Quinoxalines; Carboxylic acids; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Benzoic acids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	225.066	33.0	0.558	8.391119183871172e+17	8.391117099553637e+17	8.391117099511694e+17																																															220.0	Alkaloids	0.3333333333333333	Anthranilic acid alkaloids	0.3333333333333333	Carbazole alkaloids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104985093	DMHFYXKTPZMDGT-UHFFFAOYSA-N	InChI=1S/C26H16N4O4/c31-25(32)15-7-5-13-21-23(15)29-19-11-3-1-9-17(19)27(21)28-18-10-2-4-12-20(18)30(29)24-16(26(33)34)8-6-14-22(24)28/h1-14H,(H,31,32)(H,33,34)	O=C(O)c1cccc2c1n1c3ccccc3n2-n2c3ccccc3n-1c1c(C(=O)O)cccc12	C26H16N4O4	pos_2_2proton	448.117154992	Pseudomonas Antibiotic 2-79	DMHFYXKTPZMDGT	Alkaloids	Tryptophan alkaloids	Carbazole alkaloids	http://www.wikidata.org/entity/Q135292	Pseudomonas fluorescens	22658.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas fluorescens']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	3.0	7.5	1.0	1.0	1.0	0.18	0.36	-118.963	1.0	0.331	40.205	C13H10N2O3	[M - H2O + H]+	C13H9N2O2+	JYBNOUMWGUMFBK	InChI=1S/C13H10N2O3/c16-12(9-4-3-7-14-8-9)15-11-6-2-1-5-10(11)13(17)18/h1-8H,(H,15,16)(H,17,18)	2-(pyridine-3-amido)benzoic acid	C1=CC=C(C(=C1)C(=O)O)NC(=O)C2=CN=CC=C2	1.457	4099900;201533	COCONUT:(CNP0279578);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0178397);LotusExpanded;PUBCHEM:(4099900 201533);DSSTox:(DTXSID80210867);PUBMED:(null)	146099142722.0	225.066	33.0	0.558	8.391119183871172e+17	8.391117099553637e+17	8.391117099511694e+17		225.06600116948675	0.5579236	0	0.0	0.0	101237902.5	875485235.0	765960015.0	0	431074235.0	429085720.0	488145152.5	394378045.0	220		
20	gnps & sirius	1.0	canopus|gnps	canopus|gnps	canopus|gnps	1.0	C20H35NO3	[M - H2O + H]+	C20H34NO2+	Fatty acids	0.991	Fatty amides	0.986	N-acyl amines	0.921	Organic acids and derivatives	1.0	Carboxylic acids and derivatives	1.0	Amino acids, peptides, and analogues	0.96	Amino acids and derivatives	0.958	Phenylalanine and derivatives	0.924	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.256	34.0	0.56	8.391119187897704e+17	8.391117100224726e+17	8.391117100224726e+17		CCMSLIB00016340328	spectra_filtered.mgf	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	0.990478	2589950.0	0.0	106.261	11.0	0.0340271	320.256	1.0	temp/spectra_filtered.mgf20	1.0	Candidate Phenylalanine-C10:0 (delta mass:154.1359)	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	320.222	320.222	0.0			CCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)O	InChI=1S/C19H29NO3/c1-2-3-4-5-6-7-11-14-18(21)20-17(19(22)23)15-16-12-9-8-10-13-16/h8-10,12-13,17H,2-7,11,14-15H2,1H3,(H,20,21)(H,22,23)		4.0	Positive	GNPS-N-ACYL-LIPIDS-MASSQL	320.222	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico		C19H29NO3	BPZWMTJHFOPXCT-UHFFFAOYSA-N	BPZWMTJHFOPXCT	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Fatty amides	N-acyl amines	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016340328																																																	1.0	1.0	0.103	0.103	-360.251	0.987	0.33	59.418	C20H35NO3	[M - H2O + H]+	C20H34NO2+	YCRHZEHWEYAHCO	InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)	2-(octadeca-9,12-dienamido)acetic acid	CCCCCC=CCC=CCCCCCCCC(=O)NCC(=O)O	5.9	9997235;5353808;6433346;40786264;4372	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0215585);MiMeDB:(MMDBc0000747);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(6433346);CHEBI:(150011 93339 165892);SUPERNATURAL:(SN0446743);MESH:(6433346);LotusExpanded;PUBCHEM:(9997235 5353808 6433346 40786264 4372);DSSTox:(DTXSID501334847);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	147227410534.0	320.256	34.0	0.56	8.391119187897704e+17	8.391117100224726e+17	8.391117100224726e+17		320.2560076835912	0.5601888	0	6144541.0	3440429.8	3252762.7	11521758.75	4246955.375	0	7608265.625	5716847.125	6318057.75	5522847.325	86	20.0	Candidate Phenylalanine-C10:0 (delta mass:154.1359)
21	isdb & sirius	1.0	canopus|isdb	canopus & isdb	canopus & isdb	1.0	C10H10N2O3	[M - H2O + H]+	C10H9N2O2+	Alkaloids	0.734	Anthranilic acid alkaloids	0.504	Phenazine alkaloids	0.185	Organic acids and derivatives	0.943	Carboxylic acids and derivatives	0.908	Amino acids, peptides, and analogues	0.604	Amino acids and derivatives	0.603	Amino acids	0.52	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	189.066	33.0	0.554	8.391119158873116e+17	8.391117100895814e+17	8.391117100895814e+17		CCMSLIB00011432438	spectra_filtered.mgf	GNPS-LIBRARY.mgf	0.707006	111834.0	0.0	10442.3	6.0	1.95389	189.066	1.0	temp/spectra_filtered.mgf21	1.0	psoralen	LC-ESI	QQQ	Lysate	187.0356	 	M+H	187.112	0.0	0.0	 	 	 	 	 	3.0	Positive	GNPS-LIBRARY	187.112	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00011432438	674.0	Alkaloids	0.5	Tryptophan alkaloids	0.5	Simple oxindole alkaloids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105122318	IXOBWMNTICTXOJ-SNVBAGLBSA-N	InChI=1S/C10H8N2O2/c11-6-5-10(14)7-3-1-2-4-8(7)12-9(10)13/h1-4,14H,5H2,(H,12,13)/t10-/m1/s1	N#CC[C@]1(O)C(=O)Nc2ccccc21	C10H8N2O2	pos_1_1proton	188.058577496	(+)-(r)-3-Cyanomethyl-3-hydroxyoxindole	IXOBWMNTICTXOJ	Alkaloids	Tryptophan alkaloids	Simple oxindole alkaloids	http://www.wikidata.org/entity/Q7255025	Pseudomonas cichorii	1091815.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Pseudomonas cichorii']		['Bacteria']		['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']		['Pseudomonas']		6.0	3.0	7.5	1.0	1.0	1.0	0.063	0.063	-224.76	0.998	0.333	29.255	C10H10N2O3	[M - H2O + H]+	C10H9N2O2+	SXJZOGPXQRFWSC	InChI=1S/C10H10N2O3/c13-9-5-12(6-10(14)15)8-4-2-1-3-7(8)11-9/h1-4H,5-6H2,(H,11,13)(H,14,15)	2-(3-Oxo-2,4-dihydroquinoxalin-1-yl)acetate	C1C(=O)NC2=CC=CC=C2N1CC(=O)O	0.6	7300086;3101125	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(7300086 3101125);DSSTox:(DTXSID90389230);PUBMED:(null)	137506062402.0	189.066	33.0	0.554	8.391119158873116e+17	8.391117100895814e+17	8.391117100895814e+17		189.06589394659835	0.5600423	0	0.0	0.0	1591342.5	3281523.625	3034599.95	0	1938854.775	2162795.75	1994909.675	1810905.875	674	21.0	psoralen
22	gnps & sirius	1.0	canopus|gnps	canopus & gnps	canopus & gnps	1.0	C11H29N5O2	[M + H3N + H]+	C11H33N6O2+	Fatty acids	0.684	Fatty acyls	0.266	Polyamines	0.318	Organic nitrogen compounds	0.998	Organonitrogen compounds	0.992	Amines	0.605			Amines	0.605	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.267	34.0	0.56	8.39111913232317e+17	8.391117101566903e+17	8.39111710152496e+17		CCMSLIB00011428767	spectra_filtered.mgf	LEAFBOT.mgf	0.749274	1849450.0	0.0	70.4218	6.0	0.0198059	281.267	1.0	temp/spectra_filtered.mgf22	1.0	Linoleic acid	ESI	Orbitrap	commercial	Kellogg	Josh Kellogg	M+H	281.247	280.24	1.0	60-33-3		CCCCCC=CCC=CCCCCCCCC(=O)O	OYHQOLUKZRVURQ-HZJYTTRNSA-N		1.0	Positive	LEAFBOT	281.247	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C18H32O2	OYHQOLUKZRVURQ-UHFFFAOYSA-N	OYHQOLUKZRVURQ	Lipids and lipid-like molecules	Fatty Acyls	Lineolic acids and derivatives	Fatty Acids and Conjugates	Unsaturated fatty acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00011428767																																																	1.0	1.0	0.007	0.008	-101.818	0.982	0.999	48.861	C11H29N5O2	[M + H3N + H]+	C11H33N6O2+	GMHFDTFHHXDLSR	InChI=1S/C11H29N5O2/c1-2-11(17,18)16-10-9-15-8-7-14-6-5-13-4-3-12/h13-18H,2-10,12H2,1H3	1-[2-[2-[2-(2-Aminoethylamino)ethylamino]ethylamino]ethylamino]propane-1,1-diol	CCC(NCCNCCNCCNCCN)(O)O	-2.8	53845824	PUBCHEM:(53845824)	2.0	281.267	34.0	0.56	8.39111913232317e+17	8.391117101566903e+17	8.39111710152496e+17		281.26680885383814	0.5643288	0	16730699.0	5861589.5	7809519.125	23254601.0	6013867.125	0	17636753.5	11628371.625	11813751.75	12729809.375	24	22.0	Linoleic acid
23	gnps & isdb & sirius	1.0	canopus|gnps	canopus & gnps	canopus & gnps	1.0	C16H28O	[M + H3N + H]+	C16H32NO+	Fatty acids	0.894	Fatty acyls	0.722	Fatty alcohols	0.438	Lipids and lipid-like molecules	0.758							Lipids and lipid-like molecules	0.758	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	254.248	34.0	0.566	8.391119132365114e+17	8.391117102196049e+17	8.391117102196049e+17		CCMSLIB00003136157	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.905113	476638.0	0.0	3856.07	10.0	0.984192	254.248	1.0	temp/spectra_filtered.mgf23	1.0	Spectral Match to Palmitelaidic acid from NIST14	ESI	qTof	Isolated	Data from Wolfender/Litaudon	Data deposited by pmallard	M+H	255.232	254.225	1.0	10030736		CCCCCC/C=C/CCCCCCCC(=O)O	InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7+		3.0	Positive	GNPS-NIST14-MATCHES	255.232	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C16H30O2	SECPZKHBENQXJG-BQYQJAHWSA-N	SECPZKHBENQXJG	Lipids and lipid-like molecules	Fatty Acyls	Fatty acids and conjugates	Fatty Acids and Conjugates	Unsaturated fatty acids	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003136157	24.0	Fatty acids	0.64	Fatty amides	0.44	N-acyl amines	0.4	1.0	0.7697024	ISDB									YRPQTVNCCVPGFA							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	3.0788094997406006	1.0	1.0	1.0	0.107	0.135	-129.338	0.947	0.333	41.47	C16H28O	[M + H3N + H]+	C16H32NO+	CJULORNYMKTGAE	InChI=1S/C16H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-4,7-15H2,1H3	11-Hexadecynal	CCCCC#CCCCCCCCCCC=O	5.9	557017	NORMAN:(NS00095896);LIPIDMAPS:(LMFA06000227);MESH:(557017);PUBCHEM:(557017);DSSTox:(DTXSID70880836);PUBMED	139586699334.0	254.248	34.0	0.566	8.391119132365114e+17	8.391117102196049e+17	8.391117102196049e+17		254.24780304893247	0.57599163	0	1593586.6	0.0	516488.85	1258993.65	0.0	0	1283206.2999999998	376842.2	777942.7	931077.9	24	23.0	Spectral Match to Palmitelaidic acid from NIST14
24	sirius	1.0	canopus	canopus	canopus	4.0	C13H8N2O3	[M + H]+	C13H9N2O3+	Alkaloids	0.997	Anthranilic acid alkaloids	1.0	Phenazine alkaloids	1.0	Organoheterocyclic compounds	0.998	Diazanaphthalenes	0.993	Benzodiazines	0.99	Quinoxalines	0.983	Phenazines and derivatives	0.931	Organic compounds; Organoheterocyclic compounds; Pyrazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Phenazines and derivatives; Quinoxalines; Carboxylic acids; Diazines; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	241.061	34.0	0.563	8.391119221829627e+17	8.391117102867137e+17	8.391117102825194e+17																																																																																															1.0	4.0	0.199	0.199	-96.289	0.014	0.006	36.557	C13H8N2O3	[M + H]+	C13H9N2O3+	HMZDSBSMNLBGIW	InChI=1S/C13H8N2O3/c16-12-9-7-8(13(17)18)4-5-10(9)14-11-3-1-2-6-15(11)12/h1-7H,(H,17,18)	Doqualast	C1=CC2=NC3=C(C=C(C=C3)C(=O)O)C(=O)N2C=C1	1.1	68830	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0251585);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(68830);MESH:(68830);PUBCHEM:(68830);DSSTox:(DTXSID80214002);PUBMED:(null)	137527033934.0	241.061	34.0	0.563	8.391119221829627e+17	8.391117102867137e+17	8.391117102825194e+17		241.0607368251791	0.5626819	0	0.0	0.0	1656056.25	11260322.5	9042804.75	0	5152794.3	5251588.2	6131658.25	5423142.75	92		
