"feature_id"	"feature"	"VIP"	"LV1"	"LV2"
530	"Ile-Gly-Thr_[530_272.16_1.6]"	1.41556958978445	-0.0358931653620592	-0.183126687029108
529	"NA_[529_294.14_1.6]"	1.3701920412384	-0.0333390193579142	-0.180245428913417
1059	"NA_[1059_547.25_2.6]"	1.36018128056752	-0.059659181592644	-0.163468772283617
215	"NA_[215_126.07_0.9]"	1.33996009246836	-0.0131420192565641	-0.180023238984218
528	"NA_[528_565.3_1.6]"	1.33459334638161	-0.0251562268018961	-0.176309248277489
531	"NA_[531_543.31_1.6]"	1.31252867590095	-0.0255446167746404	-0.172139289503547
526	"Thr-Ile-Pro_[526_312.19_1.6]"	1.27059345536928	-0.0199098128401116	-0.172503990539359
626	"NA_[626_408.18_1.8]"	1.26495941687589	-0.0282807814095411	-0.16952474562618
455	"5-Hydroxytryptophol_[455_160.08_1.5]"	1.24427285132195	-0.0358307723050537	-0.165130738570548
1199	"anthranilate_[1199_120.04_2.8]"	1.23324930862891	-0.0334373971503802	-0.160508513632731
1201	"NA_[1201_121.05_2.8]"	1.22352597958015	-0.0337408224731355	-0.158305645385156
1200	"anthranilate_[1200_138.05_2.8]"	1.21298732861769	-0.0324970305645597	-0.157840934432921
1349	"NA_[1349_390.73_3.1]"	1.19883089933576	-0.120074620823665	0.0468460785483193
1797	"NA_[1797_492.28_3.9]"	1.19160961170212	-0.119040549895185	0.0473814037852518
1325	"NA_[1325_327.69_3]"	1.19148287919948	-0.119879143034185	0.0449722537143084
1068	"NA_[1068_334.18_2.6]"	1.19116898870901	-0.0371558478247468	-0.155118404300812
488	"NA_[488_276.11_1.5]"	1.18637145501208	-0.0136543324528534	-0.159988399830443
543	"NA_[543_366.17_1.6]"	1.18410803385509	-0.02535054050252	-0.162255307855406
1356	"NA_[1356_676.36_3.1]"	1.18277289504415	-0.118783034646945	0.0433430772821214
1308	"NA_[1308_540.34_3]"	1.18171652125367	-0.118552487721003	0.0456314638505954
1155	"NA_[1155_706.32_2.7]"	1.16622392066391	-0.10918501309723	-0.0550069814892056
1303	"NA_[1303_421.28_3]"	1.16205627871305	-0.116180586571672	0.0464612293024704
1062	"NA_[1062_334.18_2.6]"	1.15704807529467	-0.0350414752073517	-0.152689626427653
1302	"NA_[1302_270.67_3]"	1.15529087590678	-0.115807409588491	0.0442361515353278
1327	"NA_[1327_318.69_3]"	1.1513598978027	-0.115330780061671	0.0456321925838962
1754	"NA_[1754_637.36_3.8]"	1.14309384601229	-0.11516183098462	0.0413552865546397
886	"NA_[886_376.19_2.2]"	1.13447685612649	-0.018394618171233	-0.155203957229079
1102	"NA_[1102_268.66_2.6]"	1.13059036881348	-0.0234701735158927	-0.153377633316946
1329	"Desmethylisaridin G_[1329_654.38_3]"	1.13019112333785	-0.113460856710504	0.0435771070791647
1793	"NA_[1793_492.78_3.9]"	1.12283740588576	-0.111961111859614	0.0459967081608781
1172	"Lys-Ser-Cys_[1172_319.14_2.8]"	1.1223855162585	-0.112726140340405	0.0425366539350562
701	"NA_[701_558.29_1.9]"	1.12104717089747	-0.112700575554782	0.0409318965308315
1796	"NA_[1796_983.56_3.9]"	1.11711698108676	-0.111831393282202	0.0430816728546788
1324	"NA_[1324_535.32_3]"	1.11550721879597	-0.111727097904865	0.0441991756281609
985	"NA_[985_326.69_2.4]"	1.11473762420203	-0.115049301467023	0.0228852517236118
250	"NA_[250_409.13_1]"	1.1139924530669	-0.11168490543499	0.0430275092830054
1056	"NA_[1056_453.28_2.5]"	1.11171104264827	-0.110868962804934	0.0462035079832815
538	"NA_[538_367.17_1.6]"	1.10547696502778	-0.0249785009433564	-0.151499060757216
634	"NA_[634_620.69_1.8]"	1.10483918348921	-0.0666395868513586	-0.116958698081866
669	"NA_[669_444.25_1.8]"	1.10480856983244	-0.110962817575503	0.0414244121070655
1785	"NA_[1785_661.34_3.9]"	1.10388216505554	-0.115180918450488	-0.00418635584359765
1297	"NA_[1297_836.49_3]"	1.09857965623934	-0.11009733561713	0.0424485553568414
1033	"NA_[1033_549.24_2.5]"	1.09657593705392	-0.109784307918818	0.0419063804852577
1656	"NA_[1656_764.4_3.7]"	1.09547088998136	-0.110029013601786	0.039974445621531
1971	"NA_[1971_266.17_4.8]"	1.09167736963161	-0.0542705154658648	-0.131778656093766
869	"NA_[869_486.26_2.2]"	1.09016071997201	-0.109400575717904	0.0400718624608813
851	"Glu-Ala-Met_[851_332.13_2.1]"	1.08302668797591	-0.110213404770226	0.0340855258558801
1131	"NA_[1131_358.14_2.7]"	1.08031861188748	-0.108141157374532	0.0435756478778074
1421	"NA_[1421_882.48_3.2]"	1.07872935969728	-0.108192633871086	0.0415438019930821
68	"NA_[68_257.15_0.6]"	1.07583299818407	-0.0948306582044196	-0.0916225670523825
1061	"NA_[1061_585.38_2.5]"	1.07379961978656	-0.107939882227806	0.0403107391197203
1140	"NA_[1140_383.73_2.7]"	1.07354756805259	-0.108363195146821	0.0364578321138944
373	"Glu-Pro-His_[373_364.16_1.3]"	1.07178433243005	-0.108532774048875	0.0360657655114634
767	"NA_[767_407.22_2]"	1.07018503381592	-0.109289181445688	0.0314636664585768
